STATION,CBPSEG,cbpseg_st,LATITUDE,LONGITUDE,SUM,MEAN,COUNT,DistanceToNearestKm,Cell_ID
09Y15,YRKMH,YRKMH_VA,37.4698,-76.7533,0.06,0.00375,16,3235.599189,2282
09Y16,YRKMH,YRKMH_VA,37.5004,-76.7704,0.23,0.013529412,17,6856.462298,2282
09Y17,YRKMH,YRKMH_VA,37.5233,-76.7967,0.038,0.002923077,13,10269.6644,2282
09Y19,PMKOH,PMKOH_VA,37.5434,-76.8316,0.019,0.001357143,14,13940.1036,2282
09Y20,PMKOH,PMKOH_VA,37.5538,-76.9066,0.92,0.092,10,19624.42049,2282
09Y21,YRKMH,YRKMH_VA,37.5316,-76.7897,0.024,0.002181818,11,10699.88103,2282
09Y22,MPNOH,MPNOH_VA,37.5449,-76.78,0.118,0.0059,20,11631.53689,2282
09Y23,MPNOH,MPNOH_VA,37.5509,-76.7784,0.024,0.0024,10,12194.40111,2282
09Y25,MPNOH,MPNOH_VA,37.6412,-76.8619,0.011,0.001222222,9,20909.31856,3792
10101,POTMH,POTMH_MD,38.017,-76.3341,1.00E-04,1.00E-04,1,955.2851902,4748
10102,POTMH,POTMH_MD,38.026,-76.4692,0.00025,6.25E-05,4,801.0507597,4820
10103,POTMH,POTMH_MD,38.0421,-76.3805,0,0,1,537.4420599,4828
10104,POTMH,POTMH_MD,38.0727,-76.468,0,0,1,1145.916168,4990
10105,POTMH,POTMH_MD,38.0912,-76.4667,0.00125,0.000416667,3,720.2167937,5074
10106,POTMH,POTMH_MD,38.1178,-76.4435,0,0,1,462.4019734,5161
10107,POTMH,POTMH_MD,38.1305,-76.4906,0.07005,0.0058375,12,434.4572449,5242
10108,POTMH,POTMH_MD,38.1645,-76.7364,0,0,1,1282.24041,5561
10109,POTMH,POTMH_MD,38.1674,-76.5767,0,0,1,1067.119813,5488
10110,POTMH,POTMH_MD,38.1711,-76.602,0,0,1,107.8851098,5486
10111,POTMH,POTMH_MD,38.1903,-76.7926,0,0,1,865.3101081,5727
10112,POTMH,POTMH_MD,38.193,-76.6136,0,0,1,119.596819,5570
10113,POTMH,POTMH_MD,38.196,-76.4423,0,0,1,6373.333692,5246
10114,POTMH,POTMH_MD,38.2082,-76.8709,0,0,1,606.9059026,5892
10115,POTMH,POTMH_MD,38.2171,-76.8098,0,0,1,1144.626786,5895
10116,POTMH,POTMH_MD,38.2812,-76.9579,2.00E-04,2.00E-04,1,464.9630189,6227
10117,POTMH,POTMH_MD,38.2838,-76.8352,0.0112,0.00224,5,1356.964392,6064
10118,POTMH,POTMH_MD,38.32,-76.9986,0.14435,0.007597368,19,1039.331642,6394
10119,POTOH,POTOH_VA2,38.3393,-77.229,9.9958,0.768907692,13,2068.190888,6641
10120,POTOH,POTOH_VA2,38.3479,-77.178,2.5108,0.209233333,12,59.40031619,6642
10121,POTOH,POTOH_VA2,38.3668,-77.2865,5.5292,0.425323077,13,1564.972841,6808
10122,POTOH,POTOH_VA2,38.3848,-77.1467,0.0796,0.006123077,13,2477.753763,6643
10123,POTOH,POTOH_VA2,38.3873,-77.2563,0.18645,0.0155375,12,2669.912556,6808
10124,POTOH,POTOH_VA2,38.404,-77.0252,0.01715,0.00214375,8,877.7832223,6647
10125,POTOH,POTOH_CHAP,38.447,-77.0262,0.0461,0.006585714,7,4137.553987,6647
10201,PAXMH,PAXMH_MD,38.2954,-76.4484,0.0176,0.001353846,13,1785.761439,5840
10203,PAXMH,PAXMH_MD,38.3177,-76.435,0.01025,0.000931818,11,241.1807931,5842
10204,PAXMH,PAXMH_MD,38.3195,-76.4265,0.0879,0.006761538,13,208.4500772,5843
10205,PAXMH,PAXMH_MD,38.3393,-76.495,0.0446,0.004054545,11,1401.400301,6006
10206,PAXMH,PAXMH_MD,38.3502,-76.4825,0.5213,0.057922222,9,435.9446898,6007
10207,PAXMH,PAXMH_MD,38.3613,-76.4957,1.00E-04,1.00E-04,1,1265.271637,6006
10208,PAXMH,PAXMH_MD,38.3657,-76.5057,0.0214,0.002675,8,611.7137093,6089
10209,PAXMH,PAXMH_MD,38.3709,-76.5174,0.0254,0.004233333,6,249.1375594,6088
10210,PAXMH,PAXMH_MD,38.3724,-76.5113,0.01975,0.003291667,6,371.9117958,6089
10211,PAXMH,PAXMH_MD,38.3887,-76.5045,0.05465,0.009108333,6,1068.636463,6173
10212,PAXMH,PAXMH_MD,38.4033,-76.5892,0.1276,0.009114286,14,298.701207,6251
10213,PAXMH,PAXMH_MD,38.4077,-76.5779,2.00E-04,2.00E-04,1,482.44925,6252
10214,PAXMH,PAXMH_MD,38.4091,-76.5877,0.0013,0.000216667,6,905.0618622,6251
10215,PAXMH,PAXMH_MD,38.4147,-76.5806,0.00435,0.00054375,8,1282.85467,6336
10216,PAXMH,PAXMH_MD,38.4173,-76.5836,0.00915,0.001307143,7,965.2173333,6336
10217,PAXMH,PAXMH_MD,38.4188,-76.5674,0.26625,0.020480769,13,1426.839948,6253
10219,PAXMH,PAXMH_MD,38.4439,-76.6265,0,0,1,341.4512178,6417
10220,PAXMH,PAXMH_MD,38.4446,-76.6024,0.05535,0.003255882,17,1000.724967,6418
10221,PAXMH,PAXMH_MD,38.4546,-76.6202,0.0391,0.0048875,8,1358.957674,6418
10223,PAXMH,PAXMH_MD,38.5329,-76.6749,0.4716,0.0393,12,8560.676052,6501
10224,PAXOH,PAXOH_MD,38.6271,-76.6799,0.009,0.0015,6,14210.52349,7269
10225,PAXTF,PAXTF_MD,38.7616,-76.6991,0.15208,0.030416,5,13487.19047,7603
10226,PAXMH,PAXMH_MD,38.4138,-76.584,0,0,1,1322.772187,6252
10227,PAXTF,PAXTF_MD,38.7187,-76.6982,0.01775,0.005916667,3,13422.57235,7519
10228,PAXMH,PAXMH_MD,38.3721,-76.4899,0.03175,0.002116667,15,673.8318438,6090
10301,RHDMH,RHDMH_MD,38.8683,-76.5015,0.10545,0.009586364,11,912.1230824,8026
10302,RHDMH,RHDMH_MD,38.8761,-76.5236,0.1,0.01,10,2723.474667,8026
10303,RHDMH,RHDMH_MD,38.8774,-76.4893,0.0366,0.003327273,11,603.1229868,8026
10304,SOUMH,SOUMH_MD,38.9077,-76.489,0.07875,0.007875,10,1243.083625,8110
10305,SOUMH,SOUMH_MD,38.9387,-76.5341,0.1183,0.007886667,15,6268.973335,8110
10306,SOUMH,SOUMH_MD,38.9502,-76.54,0.0435,0.003625,12,7573.823676,8110
10307,SOUMH,SOUMH_MD,38.9537,-76.557,5.00E-05,5.00E-05,1,8842.907794,8110
10308,SEVMH,SEVMH_MD,38.9878,-76.484,0.1358,0.0194,7,2701.614429,8362
10309,SEVMH,SEVMH_MD,39.0458,-76.5384,0.04175,0.002197368,19,10496.78322,8362
10310,MAGMH,MAGMH_MD,39.0703,-76.4664,0.0371,0.012366667,3,4055.925393,8613
10311,MAGMH,MAGMH_MD,39.0769,-76.4997,0,0,1,6961.672759,8613
10312,PATMH,PATMH_MD,39.1623,-76.4582,0.1405,0.012772727,11,1159.30386,8773
10313,PATMH,PATMH_MD,39.1852,-76.4697,0.10785,0.011983333,9,691.209924,8771
10314,PATMH,PATMH_MD,39.1855,-76.5147,0.2855,0.023791667,12,1020.85413,8768
10315,PATMH,PATMH_MD,39.1905,-76.4645,0.3169,0.045271429,7,1431.179078,8771
10316,PATMH,PATMH_MD,39.1923,-76.5044,0.0636,0.00795,8,344.9073939,8768
10317,PATMH,PATMH_MD,39.196,-76.5745,0.00035,0.000116667,3,3766.900691,8766
10318,PATMH,PATMH_MD,39.2148,-76.525,0,0,1,1500.774886,8766
10319,BACOH,BACOH_MD,39.2487,-76.4199,0.01305,0.002175,6,2457.827846,8941
10320,GUNOH,GUNOH_MD,39.313,-76.3022,0.02285,0.003264286,7,461.4701835,9111
10321,GUNOH,GUNOH_MD,39.3366,-76.3012,0.0037,0.0004625,8,1848.927674,9110
10324,GUNOH,GUNOH_MD,39.3822,-76.3263,2.1561,0.308014286,7,6117.993769,9109
10326,PATMH,PATMH_MD,39.2143,-76.5452,0.2938,0.019586667,15,1771.996123,8766
10329,GUNOH,GUNOH_MD,39.325,-76.3156,0.7276,0.1819,4,454.8276826,9110
10330,GUNOH,GUNOH_MD,39.3399,-76.3034,0.9584,0.2396,4,2077.0194,9109
10401,POCOH,POCOH_MD,37.9739,-75.6447,0.1697,0.014141667,12,3424.131751,3942
10402,BIGMH,BIGMH_MD,38.0341,-75.8438,0.0193,0.000742308,26,2029.76362,4443
10403,BIGMH,BIGMH_MD,38.04,-75.8462,0.03145,0.001655263,19,1543.115323,4443
10405,MANMH,MANMH_MD,38.1208,-75.9078,0.03605,0.002773077,13,902.6505966,4779
10406,MANMH,MANMH_MD,38.122,-75.8557,0.0083,0.00083,10,1460.468964,4696
10407,MANMH,MANMH_MD,38.126,-75.8606,0.01505,0.001003333,15,1437.446276,4696
10408,MANMH,MANMH_MD,38.129,-75.8644,0.02115,0.001626923,13,1583.067793,4696
10409,WICMH,WICMH_MD,38.2199,-75.867,0.28795,0.019196667,15,2759.012055,5033
10410,WICMH,WICMH_MD,38.2313,-75.869,0.2182,0.018183333,12,3388.598908,5033
10411,NANMH,NANMH_MD,38.324,-75.9196,0.07955,0.005682143,14,4801.611092,5286
10412,NANMH,NANMH_MD,38.3589,-75.8618,0.0246,0.002236364,11,9471.047093,5286
10413,CHOMH2,CHOMH2_MD,38.5917,-76.1113,0.05075,0.003383333,15,917.3949112,6796
10414,CHOMH2,CHOMH2_MD,38.6256,-76.148,0.0414,0.00345,12,506.607036,6963
10415,CHOMH2,CHOMH2_MD,38.6257,-76.1211,0.15765,0.009853125,16,539.2777101,6964
10416,CHOOH,CHOOH_MD,38.7757,-75.9679,0.02915,0.00583,5,21321.27116,7131
10417,CHSMH,CHSMH_MD,38.9951,-76.1936,0,0,1,823.8397857,8637
10418,CHSMH,CHSMH_MD,38.9986,-76.2279,0.0013,0.00065,2,1486.391133,8635
10419,CHSMH,CHSMH_MD,39.0012,-76.2343,1.00E-04,1.00E-04,1,1502.244411,8635
10420,CHSMH,CHSMH_MD,39.0135,-76.179,0.04165,0.003786364,11,1781.988503,8638
10421,CHSMH,CHSMH_MD,39.0216,-76.2497,0.16935,0.0141125,12,340.8607493,8633
10422,CHSMH,CHSMH_MD,39.0848,-76.2004,0.08915,0.006367857,14,1965.153598,8803
10423,CHSOH,CHSOH_MD,39.2257,-76.0301,0.2756,0.039371429,7,15630.14204,9550
10424,ELKOH,ELKOH_MD,39.4851,-75.9367,0.01095,0.001825,6,2396.537187,10215
10425,ELKOH,ELKOH_MD,39.5083,-75.8973,0.00535,0.00107,5,6647.23107,10215
10426,CHSMH,CHSMH_MD,39.0279,-76.1808,0.0282,0.00235,12,1322.593953,8720
10501,POCMH,POCMH_MD,37.9303,-75.8106,0.0342,0.00285,12,1481.85621,3939
10503,TANMH,TANMH_MD,37.9642,-76.085,0.0199,0.00124375,16,501.6441039,4349
10504,TANMH,TANMH_MD,38.0104,-75.8854,0.02635,0.001882143,14,637.6882401,4358
10505,TANMH,TANMH_MD,38.0091,-75.8809,0.00055,0.000275,2,738.1712973,4358
10506,CB5MH,CB5MH_MD,38.0214,-76.1486,0.0371,0.002853846,13,147.0046475,4598
10507,TANMH,TANMH_MD,38.0376,-76.0831,0.01935,0.001759091,11,295.6837318,4603
10508,CB5MH,CB5MH_MD,38.0552,-76.1379,0.03395,0.001997059,17,1039.888841,4684
10509,TANMH,TANMH_MD,38.0651,-75.8868,0.0093,0.00058125,16,999.0586993,4527
10510,TANMH,TANMH_MD,38.0754,-75.9362,0.0169,0.0013,13,1193.213391,4609
10511,CB5MH,CB5MH_MD,38.0944,-76.182,0.03577,0.001987222,18,1158.677667,4934
10512,CB5MH,CB5MH_MD,38.0944,-76.1619,0.03185,0.001676316,19,969.7039721,4852
10513,CB5MH,CB5MH_MD,38.1384,-76.1631,0.0111,0.00222,5,467.8203384,5021
10514,TANMH,TANMH_MD,38.191,-75.9493,0.0401,0.00250625,16,460.6438069,5031
10515,TANMH,TANMH_MD,38.2058,-76.0902,0.01045,0.000803846,13,803.1401086,5195
10517,CB5MH,CB5MH_MD,38.224,-76.145,0.0141,0.001281818,11,1333.95254,5277
10518,HNGMH,HNGMH_MD,38.2541,-76.109,0.0199,0.001658333,12,640.1628189,5363
10519,CB4MH,CB4MH_MD,38.5537,-76.4079,0.00015,5.00E-05,3,1008.53352,6777
10520,CHOMH1,CHOMH1_MD,38.6347,-76.3375,0,0,1,786.023375,7121
10521,CHOMH1,CHOMH1_MD,38.6424,-76.1682,0.0453,0.003235714,14,1110.222414,7046
10522,CB4MH,CB4MH_MD,38.7746,-76.512,0.025,0.002777778,9,814.0927401,7690
10523,EASMH,EASMH_MD,38.7906,-76.2077,0,0,1,1094.628981,7884
10524,CB4MH,CB4MH_MD,38.854,-76.4845,0.0173,0.001330769,13,750.2446218,7943
10525,CB4MH,CB4MH_MD,38.8755,-76.3757,0.0579,0.0072375,8,582.7451985,8123
10526,CHOMH1,CHOMH1_MD,38.72,-76.2723,0.1229,0.009453846,13,969.5338397,7462
10527,CB5MH,CB5MH_MD,38.0525,-76.1292,0.0713,0.005484615,13,783.5406381,4685
10601,CB3MH,CB3MH_MD,39.0612,-76.2486,0.10415,0.008679167,12,593.0011904,8715
10602,CB3MH,CB3MH_MD,39.0748,-76.313,5.00E-05,5.00E-05,1,366.2601242,8708
10603,CB3MH,CB3MH_MD,39.0798,-76.38,0.0603,0.008614286,7,2049.116446,8700
10604,CB3MH,CB3MH_MD,39.0848,-76.2642,0.0056,7.00E-04,8,1611.238403,8796
10605,CB3MH,CB3MH_MD,39.0893,-76.3459,0.0235,0.005875,4,178.4985275,8703
10606,CB3MH,CB3MH_MD,39.0893,-76.3344,0.0309,0.00618,5,586.5961984,8704
10607,CB3MH,CB3MH_MD,39.0913,-76.3644,0.022,0.0044,5,354.2677107,8701
10608,CB3MH,CB3MH_MD,39.1206,-76.3375,0.1084,0.018066667,6,772.6150153,8786
10609,CB3MH,CB3MH_MD,39.1275,-76.4169,0.0594,0.0066,9,1556.897898,8694
10610,CB3MH,CB3MH_MD,39.1451,-76.3453,0.0683,0.01366,5,1420.602936,8784
10611,CB3MH,CB3MH_MD,39.1694,-76.4183,0.1229,0.013655556,9,1084.343212,8776
10612,CB3MH,CB3MH_MD,39.1792,-76.4404,1.00E-04,1.00E-04,1,1279.372195,8774
10613,CB3MH,CB3MH_MD,39.2098,-76.3573,0.15635,0.009771875,16,2380.358204,8946
10615,CB2OH,CB2OH_MD,39.2344,-76.2465,0.28905,0.0240875,12,93.69590438,9038
10616,CB2OH,CB2OH_MD,39.2944,-76.1889,0.34035,0.026180769,13,1362.371597,9205
10617,CB2OH,CB2OH_MD,39.2947,-76.2471,0.05995,0.004995833,12,708.8958586,9117
10618,MIDOH,MIDOH_MD,39.3082,-76.3558,3.8368,0.38368,10,1802.632814,9024
10620,CB2OH,CB2OH_MD,39.3854,-76.1444,0.09335,0.007180769,13,791.8417787,9369
10621,CB1TF,CB1TF_MD,39.4789,-75.9981,3.0098,0.334422222,9,400.3059055,10043
10622,CB1TF,CB1TF_MD,39.4832,-76.0907,0.03687,0.004096667,9,655.2769343,9700
10623,CB1TF,CB1TF_MD,39.4735,-76.0171,0.04985,0.005538889,9,114.7804387,9958
10624,CB1TF,CB1TF_MD,39.5185,-75.9878,1.74852,0.19428,9,1600.475813,10207
10625,CB1TF,CB1TF_MD,39.5378,-76.0629,0.01414,0.00202,7,564.5303494,10117
10626,CB3MH,CB3MH_MD,39.063,-76.3714,0.0302,0.004314286,7,670.6614178,8618
10627,CB3MH,CB3MH_MD,39.1126,-76.3452,0.033,0.0055,6,1879.845159,8786
10J01,LAFMH,LAFMH_VA,36.8919,-76.2895,0.156,0.00975,16,8126.389593,730
10J02,ELIPH,ELIPH_VA,36.8882,-76.3309,2.244,0.080142857,28,5507.391128,560
10J03,JMSMH,JMSMH_VA,36.9046,-76.4092,0.015,0.001363636,11,232.911875,475
10J04,JMSMH,JMSMH_VA,36.9133,-76.5097,0.108,0.007714286,14,3572.603704,388
10J05,JMSMH,JMSMH_VA,36.9846,-76.4494,0.882,0.030413793,29,1550.778497,552
10J06,JMSMH,JMSMH_VA,36.9886,-76.4953,0.054,0.0036,15,652.8883741,548
10J07,JMSMH,JMSMH_VA,37.012,-76.5027,0.056,0.004666667,12,1459.275651,547
10J08,JMSMH,JMSMH_VA,37.0109,-76.5227,0.106,0.007066667,15,607.5265018,546
10J09,JMSMH,JMSMH_VA,37.0371,-76.4997,0.107,0.008230769,13,900.8803115,629
10J10,JMSMH,JMSMH_VA,37.0346,-76.5433,0.094,0.006266667,15,1500.935873,627
10J11,JMSMH,JMSMH_VA,37.0608,-76.5635,0.214,0.015285714,14,445.2487519,624
10J12,JMSMH,JMSMH_VA,37.0689,-76.5618,0.063,0.007,9,930.4582577,624
10J13,JMSMH,JMSMH_VA,37.0884,-76.5526,0.088,0.006769231,13,807.6719861,708
10J14,JMSMH,JMSMH_VA,37.0671,-76.6534,0.028,0.004,7,672.2381024,535
10J15,JMSMH,JMSMH_VA,37.1047,-76.6478,0.124,0.00775,16,493.1764379,617
10J16,JMSMH,JMSMH_VA,37.1176,-76.6404,0.019,0.0038,5,566.1416064,701
10J17,JMSMH,JMSMH_VA,37.1555,-76.6409,0.021,0.0035,6,913.106754,783
10J18,JMSMH,JMSMH_VA,37.1615,-76.6391,0.028,0.004,7,648.0515799,867
10J19,JMSOH,JMSOH_VA,37.1973,-76.6324,0.037,0.004625,8,580.6934491,1033
10J20,JMSOH,JMSOH_VA,37.2006,-76.7355,2.273,0.206636364,11,676.484796,860
10J21,JMSOH,JMSOH_VA,37.207,-76.7771,0.04,0.004,10,892.7888751,773
10J22,JMSTF,JMSTF_NATL,37.2991,-76.9977,0.034,0.002833333,12,7960.848707,597
10J23,JMSTF,JMSTF_NATL,37.3083,-77.091,0.067,0.006090909,11,14296.60588,597
10J24,JMSTF,JMSTF_NATL,37.2975,-77.1996,0.057,0.007125,8,22462.78875,597
10J26,JMSMH,JMSMH_VA,36.8776,-76.4968,0.152,0.011692308,13,3074.110476,388
10M01,CB8PH,CB8PH_VA,36.9664,-76.2351,0.11,0.005238095,21,701.7589887,817
10M02,CB8PH,CB8PH_VA,36.999,-76.2574,0.044,0.0022,20,894.2778867,899
10M03,CB7PH,CB7PH_VA,37.0958,-76.1052,0.401,0.01253125,32,685.4943814,1660
10M04,CB7PH,CB7PH_VA,37.1708,-76.0643,0.266,0.006186047,43,810.711012,1996
10M05,MOBPH,MOBPH_VA,37.21,-76.3397,0.039,0.001625,24,818.8709655,1807
10M06,MOBPH,MOBPH_VA,37.3021,-76.4398,0.033,0.002538462,13,4359.549236,2136
10M07,MOBPH,MOBPH_VA,37.4166,-76.3527,0.062,0.003875,16,7428.222487,2221
10M08,CB6PH,CB6PH_VA,37.3088,-76.1625,0.153,0.0045,34,227.9784973,2238
10M09,CB7PH,CB7PH_VA,37.396,-75.9887,0.032,0.0032,10,2201.885325,2500
10M10,CB6PH,CB6PH_VA,37.4231,-76.2258,0.059,0.002458333,24,1813.454953,2483
10M11,CB7PH,CB7PH_VA,37.4584,-76.0604,0.092,0.003538462,26,619.5951129,2580
10M12,CB7PH,CB7PH_VA,37.4669,-75.9382,0.136,0.007555556,18,3554.705505,2585
10M14,CB7PH,CB7PH_VA,37.5562,-76.0879,0.033,0.001736842,19,1124.492894,2745
10M15,CB7PH,CB7PH_VA,37.5842,-75.913,0.029,0.002416667,12,4093.431514,2838
10M16,CB6PH,CB6PH_VA,37.6179,-76.229,0.044,0.001692308,26,231.9950041,2901
10M17,CB7PH,CB7PH_VA,37.684,-76.104,0.038,0.00152,25,972.550926,3081
10M18,CB5MH,CB5MH_VA,37.7359,-76.1539,0.03,0.001578947,19,441.4700756,3329
10M19,CB5MH,CB5MH_VA,37.7473,-76.3001,0.036,0.002571429,14,267.6976046,3400
10M21,CB7PH,CB7PH_VA,37.8239,-75.7701,0.017,0.001888889,9,1331.603306,3518
10M22,CB5MH,CB5MH_VA,37.8464,-76.1034,0.043,0.001791667,24,483.5914507,3840
10M23,TANMH,TANMH_VA,37.8695,-76.0403,0.043,0.00215,20,983.1409103,3929
10M24,CB5MH,CB5MH_VA,37.8885,-76.1493,0.018,0.002,9,1009.317372,4089
10M25,POCOH,POCOH_VA,37.9396,-75.6686,0.092,0.00575,16,2281.041498,3942
10M26,TANMH,TANMH_VA,37.8725,-75.9698,0.046,0.002555556,18,475.9967196,3849
10M27,CB6PH,CB6PH_VA,37.3273,-76.2232,0.105,0.00328125,32,676.015926,2233
10R02,RPPMH,RPPMH_VA,37.5876,-76.4126,0.021,0.0021,10,600.2824496,2803
10R03,RPPMH,RPPMH_VA,37.5873,-76.4176,0.161,0.006708333,24,712.7284878,2803
10R04,RPPMH,RPPMH_VA,37.6194,-76.4284,0.024,0.002,12,296.1802133,2886
10R05,RPPMH,RPPMH_VA,37.6168,-76.4519,0.021,0.002625,8,570.3549358,2884
10R06,RPPMH,RPPMH_VA,37.6261,-76.4514,0.027,0.003,9,481.5628076,2884
10R07,RPPMH,RPPMH_VA,37.626,-76.4651,0.031,0.002214286,14,421.5766887,2883
10R08,RPPMH,RPPMH_VA,37.635,-76.4562,0.002,0.001,2,1324.494565,2968
10R09,RPPMH,RPPMH_VA,37.6493,-76.4749,0.013,0.001857143,7,437.6582501,2966
10R10,RPPMH,RPPMH_VA,37.6279,-76.5007,0.002,0.001,2,798.6639121,2880
10R11,RPPMH,RPPMH_VA,37.6396,-76.5347,0.005,0.001,5,935.8682264,2962
10R12,RPPMH,RPPMH_VA,37.679,-76.5816,0.052,0.0052,10,978.8787049,3127
10R13,RPPMH,RPPMH_VA,37.7036,-76.5653,0.021,0.0035,6,136.8135728,3212
10R14,RPPMH,RPPMH_VA,37.7363,-76.584,0.018,0.002,9,286.7867491,3379
10R16,RPPMH,RPPMH_VA,37.7913,-76.6717,0.031,0.0031,10,226.7393463,3794
10R17,RPPMH,RPPMH_VA,37.8051,-76.698,0.037,0.004625,8,412.6085877,3877
10R18,RPPMH,RPPMH_VA,37.8226,-76.6877,0.065,0.004642857,14,1061.673312,3961
10R20,RPPMH,RPPMH_VA,37.8917,-76.7771,0.035,0.003181818,11,785.9580741,4461
10R21,RPPMH,RPPMH_VA,37.9466,-76.8708,0.021,0.001909091,11,1642.056129,4878
10R22,RPPMH,RPPMH_VA,37.9588,-76.8631,0.014,0.002,7,583.7381885,4962
10R23,RPPMH,RPPMH_VA,37.9813,-76.8727,1.062,0.081692308,13,2664.698234,4962
10R24,RPPMH,RPPMH_VA,37.975,-76.9043,0.059,0.007375,8,4449.898507,4962
10R25,RPPMH,RPPMH_VA,37.9755,-76.9141,0.063,0.0126,5,5280.829468,4962
10R26,RPPMH,RPPMH_VA,37.5955,-76.351,0.009,0.001,9,739.2087212,2808
10Y01,YRKPH,YRKPH_VA,37.2517,-76.4421,0.135,0.005625,24,978.3076285,1884
10Y02,YRKPH,YRKPH_VA,37.2552,-76.5203,0.058,0.003866667,15,312.7801889,1794
10Y03,YRKPH,YRKPH_VA,37.2651,-76.5136,0.04,0.0025,16,1050.508655,1794
10Y04,YRKPH,YRKPH_VA,37.2748,-76.5195,0.07,0.003684211,19,1881.893949,1794
10Y05,YRKPH,YRKPH_VA,37.2722,-76.5749,0.039,0.002785714,14,158.4645368,1790
10Y06,YRKPH,YRKPH_VA,37.2891,-76.5442,0.032,0.0032,10,919.3002648,1876
10Y07,YRKMH,YRKMH_VA,37.2924,-76.5987,0.02,0.001428571,14,530.6546577,1872
10Y08,YRKMH,YRKMH_VA,37.2937,-76.604,0.055,0.0034375,16,788.571603,1872
10Y09,YRKMH,YRKMH_VA,37.3026,-76.6104,0.044,0.002095238,21,224.0639357,1871
10Y10,YRKMH,YRKMH_VA,37.3021,-76.6165,0.097,0.005705882,17,550.3971909,1871
10Y11,YRKMH,YRKMH_VA,37.319,-76.5967,0.04,0.002857143,14,451.9500627,1955
10Y12,YRKMH,YRKMH_VA,37.3401,-76.6268,0.031,0.003444444,9,868.981557,2037
10Y13,YRKMH,YRKMH_VA,37.3744,-76.6655,0.056,0.004666667,12,884.6188774,2118
10Y14,YRKMH,YRKMH_VA,37.3864,-76.6574,0.062,0.004133333,15,854.8926162,2118
10Y15,YRKMH,YRKMH_VA,37.4107,-76.6761,0.054,0.0036,15,108.2976176,2201
10Y16,YRKMH,YRKMH_VA,37.4399,-76.7184,0.027,0.002454545,11,1181.368534,2283
10Y17,YRKMH,YRKMH_VA,37.4353,-76.7303,0.112,0.010181818,11,1480.768932,2282
10Y18,YRKMH,YRKMH_VA,37.4465,-76.7358,0.063,0.007,9,703.7284574,2282
10Y19,YRKMH,YRKMH_VA,37.4673,-76.7326,0.113,0.010272727,11,2116.641504,2282
10Y20,YRKMH,YRKMH_VA,37.4758,-76.7565,0.064,0.008,8,3922.764949,2282
10Y21,YRKMH,YRKMH_VA,37.4991,-76.7829,0.058,0.008285714,7,7405.051653,2282
10Y22,MPNOH,MPNOH_VA,37.5808,-76.7951,0.005,0.001,5,15823.19266,2282
10Y23,PMKOH,PMKOH_VA,37.5443,-76.8157,0.075,0.006818182,11,13142.33447,2282
10Y25,PMKTF,PMKTF_VA,37.5604,-76.9541,3.901,0.433444444,9,23512.44898,2282
10Y26,YRKMH,YRKMH_VA,37.3453,-76.6265,0.027,0.001928571,14,362.4844326,2037
11101,POTMH,POTMH_MD,38.035,-76.5018,0.02735,0.003038889,9,454.5191649,4902
11102,POTMH,POTMH_MD,38.0612,-76.4827,0,0,1,242.3310698,4988
11103,POTMH,POTMH_MD,38.0759,-76.4207,0.0031,0.00155,2,306.198191,4994
11104,POTMH,POTMH_MD,38.1093,-76.5021,5.00E-05,5.00E-05,1,961.9494412,5156
11105,POTMH,POTMH_VA,38.1634,-76.7351,0.0063,0.00315,2,1123.656756,5561
11106,POTMH,POTMH_MD,38.1741,-76.7425,6.00E-04,3.00E-04,2,163.723204,5645
11107,POTMH,POTMH_MD,38.1818,-76.6629,0,0,1,527.3654542,5566
11108,POTMH,POTMH_MD,38.2052,-76.8396,0,0,1,1136.747137,5893
11109,POTMH,POTMH_MD,38.2096,-76.8218,5.00E-05,5.00E-05,1,1331.054094,5810
11110,POTMH,POTMH_MD,38.2087,-76.6941,5.00E-04,0.000166667,3,957.9212509,5733
11111,POTMH,POTMH_MD,38.2383,-76.864,0,0,1,551.3534283,5977
11112,POTMH,POTMH_MD,38.2573,-76.6884,5.00E-05,5.00E-05,1,3728.905313,5816
11113,POTMH,POTMH_MD,38.2848,-76.9859,0.06355,0.00794375,8,1337.350408,6310
11114,POTMH,POTMH_MD,38.3017,-77.0123,0.03295,0.00411875,8,1824.67083,6310
11115,POTMH,POTMH_MD,38.3052,-76.9974,0.03465,0.00495,7,1146.565873,6310
11116,POTMH,POTMH_MD,38.3534,-76.8514,0.04155,0.005935714,7,784.7472438,6316
11117,POTOH,POTOH_VA2,38.3687,-77.1189,0.75325,0.044308824,17,788.3761795,6644
11118,POTMH,POTMH_MD,38.3759,-77.0032,0.0755,0.008388889,9,1451.681619,6563
11120,POTOH,POTOH_VA2,38.4405,-77.0373,0.36455,0.028042308,13,3421.611258,6647
11121,POTOH,POTOH_VA2,38.5149,-77.2691,0.01935,0.003225,6,11474.05478,6892
11122,POTTF,POTTF_MD,38.6012,-77.2217,0.0104,0.0026,4,21875.08233,6892
11123,POTTF,POTTF_VA,38.6014,-77.2474,0.00295,0.00059,5,21231.77795,6892
11124,POTTF,POTTF_MD,38.6291,-77.1478,1.0523,0.075164286,14,26344.09764,6647
11125,POTTF,POTTF_MD,38.7153,-77.0367,0.1134,0.0162,7,33894.91879,6647
