STATION,CBPSEG,cbpseg_st,LATITUDE,LONGITUDE,SUM,MEAN,COUNT
11R25,RPPTF,RPPTF_VA,38.1902,-77.20749999999998,0.072,0.0072,10
11R26,RPPMH,RPPMH_VA,37.9734,-76.8823,0.029,0.0041428571428571434,7
11R28,CRRMH,CRRMH_VA,37.6572,-76.4884,0.029,0.002416666666666667,12
11R29,RPPMH,RPPMH_VA,37.7307,-76.57689999999998,0.003,0.0015,2
11R30,RPPTF,RPPTF_VA,38.0979,-77.0336,0.019,0.002111111111111111,9
11R31,RPPMH,RPPMH_VA,37.6195,-76.5348,0.05,0.002777777777777778,18
11Y01,YRKPH,YRKPH_VA,37.269,-76.55169999999998,0.047,0.001958333333333333,24
11Y02,YRKPH,YRKPH_VA,37.2778,-76.5443,0.137,0.0085625,16
11Y04,YRKPH,YRKPH_VA,37.2729,-76.5759,0.08,0.005333333333333333,15
11Y06,YRKPH,YRKPH_VA,37.2979,-76.56829999999998,0.034999999999999996,0.0043749999999999995,8
11Y07,YRKMH,YRKMH_VA,37.3,-76.6074,0.071,0.0044375,16
11Y09,YRKMH,YRKMH_VA,37.3214,-76.61,0.060000000000000005,0.0037500000000000003,16
11Y10,YRKMH,YRKMH_VA,37.3231,-76.62099999999998,0.021,0.0014,15
11Y11,YRKMH,YRKMH_VA,37.3554,-76.6186,1.465,0.05634615384615385,26
11Y12,YRKMH,YRKMH_VA,37.3939,-76.6618,0.051000000000000004,0.0034000000000000002,15
11Y13,YRKMH,YRKMH_VA,37.4326,-76.70189999999998,0.091,0.007,13
11Y14,YRKMH,YRKMH_VA,37.4346,-76.7026,0.27899999999999997,0.014684210526315787,19
11Y15,YRKMH,YRKMH_VA,37.4394,-76.7351,0.056,0.0037333333333333333,15
11Y16,YRKMH,YRKMH_VA,37.4901,-76.7782,0.098,0.008166666666666668,12
11Y17,MPNOH,MPNOH_VA,37.6148,-76.8553,0.004,0.0013333333333333333,3
11Y18,MPNOH,MPNOH_VA,37.614,-76.8561,0.009000000000000001,0.0018000000000000002,5
11Y19,MPNTF,MPNTF_VA,37.6907,-76.9473,0.15,0.024999999999999998,6
11Y20,MPNTF,MPNTF_VA,37.6993,-76.9722,0.597,0.074625,8
11Y21,PMKOH,PMKOH_VA,37.5601,-76.87229999999998,0.019,0.002111111111111111,9
11Y22,PMKOH,PMKOH_VA,37.5553,-76.90399999999998,0.003,0.001,3
11Y23,PMKOH,PMKOH_VA,37.5492,-76.94289999999998,0.01,0.0025,4
11Y25,PMKTF,PMKTF_VA,37.5872,-76.9721,2.1670000000000003,0.3095714285714286,7
11Y26,YRKMH,YRKMH_VA,37.4566,-76.7367,0.03,0.004285714285714286,7
11Y27,YRKMH,YRKMH_VA,37.4418,-76.7231,0.028,0.002,14
11Y28,YRKMH,YRKMH_VA,37.4418,-76.7231,0.023,0.0025555555555555557,9
12101,POTMH,POTMH_MD,37.9502,-76.3388,0.030950000000000002,0.003438888888888889,9
12102,POTMH,POTMH_MD,37.958,-76.34579999999998,0.017599999999999998,0.0021999999999999997,8
12103,POTMH,POTMH_MD,37.9876,-76.3354,0.0,0.0,1
12104,POTMH,POTMH_MD,38.0231,-76.4135,0.0,0.0,1
12105,POTMH,POTMH_MD,38.0368,-76.476,0.0,0.0,1
12106,POTMH,POTMH_MD,38.048,-76.3405,0.01005,0.0009136363636363636,11
12107,POTMH,POTMH_MD,38.0657,-76.482,0.0,0.0,1
12108,POTMH,POTMH_MD,38.0993,-76.5194,0.0,0.0,1
12109,POTMH,POTMH_MD,38.1008,-76.49379999999998,0.0,0.0,1
12110,POTMH,POTMH_MD,38.2045,-76.61029999999998,0.0,0.0,1
12111,POTMH,POTMH_MD,38.2115,-76.7356,0.0253,0.002108333333333333,12
12112,POTMH,POTMH_MD,38.2134,-76.6268,0.0,0.0,1
12113,POTMH,POTMH_MD,38.2189,-76.86589999999998,0.00045000000000000004,0.00022500000000000002,2
12114,POTMH,POTMH_MD,38.2282,-76.8553,0.00035,0.000175,2
12116,POTMH,POTMH_MD,38.2506,-76.6622,5e-05,5e-05,1
12117,POTMH,POTMH_MD,38.2828,-76.80589999999998,0.02505,0.0027833333333333334,9
12118,POTMH,POTMH_MD,38.3053,-76.964,0.00265,0.0008833333333333333,3
12119,POTMH,POTMH_MD,38.3356,-76.84,0.0361,0.006016666666666667,6
12120,POTMH,POTMH_MD,38.3408,-76.9997,2.696,0.2450909090909091,11
12121,POTOH,POTOH_VA2,38.3625,-77.17059999999998,0.0244,0.004880000000000001,5
12122,POTOH,POTOH_VA2,38.3669,-77.2761,2.848,0.356,8
12123,POTOH,POTOH_VA2,38.3809,-77.1409,0.04555,0.006507142857142857,7
12124,POTOH,POTOH_CHAP,38.4632,-77.0385,0.0,0.0,1
12125,POTTF,POTTF_MD,38.54,-77.26269999999998,16.3971,1.2613153846153844,13
12126,POTOH,POTOH_VA2,38.5211,-77.2731,4.02105,0.402105,10
12201,PAXMH,PAXMH_MD,38.2944,-76.45059999999998,0.028050000000000002,0.0023375,12
12202,PAXMH,PAXMH_MD,38.295,-76.4487,0.009399999999999999,0.0010444444444444442,9
12203,PAXMH,PAXMH_MD,38.3022,-76.4251,0.07680000000000001,0.006981818181818183,11
12204,PAXMH,PAXMH_MD,38.3022,-76.4509,0.00775,0.0019375,4
12205,PAXMH,PAXMH_MD,38.3071,-76.4569,0.0042,0.00105,4
12206,PAXMH,PAXMH_MD,38.3123,-76.4688,0.12185000000000001,0.008123333333333335,15
12208,PAXMH,PAXMH_MD,38.3783,-76.51829999999998,0.01895,0.00236875,8
12209,PAXMH,PAXMH_MD,38.3839,-76.498,0.0191,0.0019099999999999998,10
12210,PAXMH,PAXMH_MD,38.3875,-76.52549999999998,0.0052,0.0026,2
12211,PAXMH,PAXMH_MD,38.3933,-76.498,0.0,0.0,1
12212,PAXMH,PAXMH_MD,38.4039,-76.5719,0.0006,0.0006,1
12213,PAXMH,PAXMH_MD,38.4133,-76.58759999999998,0.0,0.0,1
12214,PAXMH,PAXMH_MD,38.436,-76.6118,0.00030000000000000003,0.00015000000000000001,2
12215,PAXMH,PAXMH_MD,38.4607,-76.62789999999998,0.032150000000000005,0.004018750000000001,8
12216,PAXMH,PAXMH_MD,38.4607,-76.65819999999998,0.09185,0.009185,10
12218,PAXMH,PAXMH_MD,38.4771,-76.66079999999998,0.0353,0.0044125,8
12219,PAXMH,PAXMH_MD,38.4815,-76.6529,0.3694,0.05277142857142857,7
12220,PAXMH,PAXMH_MD,38.4854,-76.6549,0.012549999999999999,0.0017928571428571427,7
12221,PAXMH,PAXMH_MD,38.4873,-76.6666,0.0422,0.006028571428571429,7
12222,PAXMH,PAXMH_MD,38.5227,-76.6649,0.10105,0.033683333333333336,3
12223,PAXOH,PAXOH_MD,38.5912,-76.6716,2.377,0.2641111111111111,9
12224,PAXTF,PAXTF_MD,38.7288,-76.6957,0.0174,0.0087,2
12226,PAXMH,PAXMH_MD,38.3233,-76.4342,0.02085,0.00260625,8
12227,PAXMH,PAXMH_MD,38.4286,-76.60209999999998,0.0113,0.0016142857142857142,7
12301,WSTMH,WSTMH_MD,38.8587,-76.5077,0.10735,0.010735,10
12302,WSTMH,WSTMH_MD,38.8591,-76.53199999999998,0.0601,0.01202,5
12303,WSTMH,WSTMH_MD,38.8656,-76.4997,0.1354,0.010415384615384615,13
12304,SEVMH,SEVMH_MD,38.989,-76.4848,0.05575,0.004288461538461539,13
12305,SEVMH,SEVMH_MD,39.0047,-76.50449999999998,0.04185,0.0041849999999999995,10
12306,SEVMH,SEVMH_MD,39.032,-76.56919999999998,0.0001,5e-05,2
12307,SEVMH,SEVMH_MD,39.0362,-76.56319999999998,0.04825,0.004020833333333334,12
12308,MAGMH,MAGMH_MD,39.068,-76.46819999999998,0.0077,0.001925,4
12310,PATMH,PATMH_MD,39.1635,-76.4667,0.8728999999999999,0.07274166666666666,12
12311,PATMH,PATMH_MD,39.1741,-76.501,0.00615,0.00205,3
12312,PATMH,PATMH_MD,39.1774,-76.4871,0.00125,0.0004166666666666667,3
12313,PATMH,PATMH_MD,39.1819,-76.4516,0.013,0.00325,4
12314,PATMH,PATMH_MD,39.19,-76.4496,0.00705,0.001007142857142857,7
12315,PATMH,PATMH_MD,39.2067,-76.45919999999998,0.9843999999999999,0.1406285714285714,7
12316,PATMH,PATMH_MD,39.2092,-76.5138,0.0004,0.0004,1
12317,PATMH,PATMH_MD,39.2094,-76.52209999999998,0.0,0.0,1
12318,PATMH,PATMH_MD,39.2252,-76.5055,0.55295,0.042534615384615386,13
12319,PATMH,PATMH_MD,39.2349,-76.4963,0.21075,0.04215,5
12320,BACOH,BACOH_MD,39.2444,-76.4214,0.00715,0.0017875,4
12321,PATMH,PATMH_MD,39.2475,-76.4924,0.007549999999999999,0.0037749999999999997,2
12322,PATMH,PATMH_MD,39.2487,-76.4893,0.0,0.0,1
12323,PATMH,PATMH_MD,39.2514,-76.6044,0.9131,0.06522142857142857,14
12324,PATMH,PATMH_MD,39.2525,-76.56579999999998,0.0,0.0,1
12325,PATMH,PATMH_MD,39.2563,-76.56699999999998,0.046,0.005111111111111111,9
12326,BACOH,BACOH_MD,39.2713,-76.4443,0.0035999999999999995,0.0008999999999999999,4
12401,MANMH,MANMH_MD,38.1106,-75.87489999999998,0.0291,0.0041571428571428575,7
12403,MANMH,MANMH_MD,38.1299,-75.8442,0.03155,0.002629166666666667,12
12404,WICMH,WICMH_MD,38.2171,-75.84959999999998,0.0268,0.00335,8
12405,WICMH,WICMH_MD,38.2261,-75.84489999999998,0.05565,0.005059090909090909,11
12406,NANMH,NANMH_MD,38.2731,-75.9195,0.1268,0.01268,10
12407,NANOH,NANOH_MD,38.4884,-75.8092,0.00915,0.000915,10
12409,CHOMH2,CHOMH2_MD,38.5986,-75.9925,0.23274999999999998,0.02586111111111111,9
12411,CHOMH2,CHOMH2_MD,38.611,-76.0933,0.16205,0.009532352941176471,17
12412,CHSMH,CHSMH_MD,39.0047,-76.2116,0.01975,0.0017954545454545454,11
12414,CHSMH,CHSMH_MD,39.0204,-76.2432,0.0402,0.00402,10
12415,CHSMH,CHSMH_MD,39.0473,-76.187,0.16999999999999998,0.018888888888888886,9
12416,CHSMH,CHSMH_MD,39.0507,-76.19889999999998,0.049400000000000006,0.008233333333333334,6
12417,CHSMH,CHSMH_MD,39.1073,-76.176,0.13925,0.015472222222222224,9
12418,CHSMH,CHSMH_MD,39.1091,-76.13859999999998,0.25734999999999997,0.023395454545454542,11
12419,CHSOH,CHSOH_MD,39.1543,-76.06239999999998,6.88755,0.9839357142857142,7
12420,CHSOH,CHSOH_MD,39.2385,-75.9902,19.4894,1.146435294117647,17
12421,SASOH,SASOH_MD,39.3669,-76.0233,1.75395,0.13491923076923076,13
12422,ELKOH,ELKOH_MD,39.4873,-75.95489999999998,0.0311,0.0044428571428571425,7
12423,ELKOH,ELKOH_MD,39.4915,-75.94119999999998,5.003150000000001,0.41692916666666674,12
12424,ELKOH,ELKOH_MD,39.5075,-75.8925,0.93205,0.11650625,8
12425,ELKOH,ELKOH_MD,39.5143,-75.87909999999998,3.97955,0.5685071428571429,7
12427,BIGMH,BIGMH_MD,38.0691,-75.7894,0.0053,0.0007571428571428572,7
12428,NANMH,NANMH_MD,38.382,-75.852,0.01185,0.0019749999999999998,6
12429,NANOH,NANOH_MD,38.5272,-75.7521,28.289450000000002,4.714908333333334,6
12430,CHSMH,CHSMH_MD,39.0673,-76.1614,0.0936,0.008509090909090909,11
12501,CB5MH,CB5MH_MD,37.9166,-76.23149999999998,0.0119,0.0014875,8
12502,CB5MH,CB5MH_MD,37.9759,-76.1413,0.00295,0.00036875,8
12503,TANMH,TANMH_MD,37.9799,-75.9822,0.039349999999999996,0.003026923076923077,13
12504,CB5MH,CB5MH_MD,37.9885,-76.2715,0.0,0.0,1
12505,CB5MH,CB5MH_MD,38.0269,-76.1375,0.007350000000000001,0.0008166666666666667,9
12506,CB5MH,CB5MH_MD,38.0432,-76.30209999999998,0.0154,0.0011846153846153847,13
12507,TANMH,TANMH_MD,38.0483,-76.1025,0.01695,0.0015409090909090908,11
12508,CB5MH,CB5MH_MD,38.1117,-76.2895,0.0,0.0,1
12510,CB5MH,CB5MH_MD,38.1914,-76.20579999999998,0.0,0.0,1
12511,TANMH,TANMH_MD,38.2188,-76.0727,0.011099999999999999,0.0011099999999999999,10
12512,CB5MH,CB5MH_MD,38.2362,-76.34999999999998,0.00039999999999999996,0.0001333333333333333,3
12513,HNGMH,HNGMH_MD,38.2534,-76.1337,0.0117,0.00117,10
12514,CB5MH,CB5MH_MD,38.2597,-76.33809999999998,5e-05,5e-05,1
12515,CB5MH,CB5MH_MD,38.274,-76.27089999999998,0.015300000000000001,0.0019125000000000001,8
12516,FSBMH,FSBMH_MD,38.3376,-75.98619999999998,0.04105,0.003731818181818182,11
12517,CB5MH,CB5MH_MD,38.3533,-76.3875,0.0232,0.00232,10
12518,CB4MH,CB4MH_MD,38.5054,-76.4837,0.003,0.003,1
12519,CB4MH,CB4MH_MD,38.6209,-76.3383,0.0,0.0,1
12520,CHOMH1,CHOMH1_MD,38.6388,-76.19929999999998,0.03875,0.00775,5
12521,CHOMH1,CHOMH1_MD,38.7206,-76.12789999999998,0.0312,0.0028363636363636364,11
12523,CB4MH,CB4MH_MD,38.8376,-76.4781,0.0939,0.010433333333333333,9
12524,EASMH,EASMH_MD,38.8884,-76.1115,0.11895,0.013216666666666666,9
12525,EASMH,EASMH_MD,38.9136,-76.2912,0.1743,0.01089375,16
12526,CB4MH,CB4MH_MD,38.7455,-76.52679999999998,0.1667,0.016669999999999997,10
12527,CB4MH,CB4MH_MD,38.5052,-76.4625,0.0,0.0,1
12602,CB3MH,CB3MH_MD,39.0314,-76.3609,0.0002,6.666666666666667e-05,3
12603,CB3MH,CB3MH_MD,39.0545,-76.3604,0.04095,0.00455,9
12604,CB3MH,CB3MH_MD,39.1004,-76.3904,0.1595,0.0319,5
12605,CB3MH,CB3MH_MD,39.1075,-76.36579999999998,0.057050000000000003,0.0071312500000000004,8
12607,CB3MH,CB3MH_MD,39.1271,-76.3669,0.16355,0.01817222222222222,9
12608,CB3MH,CB3MH_MD,39.1241,-76.2911,0.02495,0.0027722222222222224,9
12609,CB3MH,CB3MH_MD,39.1432,-76.4032,0.0814,0.013566666666666666,6
12610,CB3MH,CB3MH_MD,39.1801,-76.3678,0.47259999999999996,0.059074999999999996,8
12611,CB3MH,CB3MH_MD,39.1869,-76.3964,0.35295,0.022059375,16
12612,CB3MH,CB3MH_MD,39.1911,-76.3039,0.10395,0.01155,9
12613,CB3MH,CB3MH_MD,39.1971,-76.3341,0.4628,0.05142222222222222,9
12614,CB3MH,CB3MH_MD,39.2111,-76.3477,0.7937,0.11338571428571428,7
12615,CB2OH,CB2OH_MD,39.2301,-76.24209999999998,0.1323,0.0189,7
12616,CB2OH,CB2OH_MD,39.2309,-76.2538,1.2453,0.103775,12
12617,CB2OH,CB2OH_MD,39.2461,-76.24469999999998,1.87385,0.187385,10
12618,CB2OH,CB2OH_MD,39.247,-76.296,3.0467,0.27697272727272726,11
12619,CB2OH,CB2OH_MD,39.2538,-76.24859999999998,1.3467,0.1683375,8
12620,CB2OH,CB2OH_MD,39.2717,-76.3461,3.1851,0.6370199999999999,5
12622,CB2OH,CB2OH_MD,39.3556,-76.1508,1.42225,0.10940384615384616,13
12623,CB1TF,CB1TF_MD,39.4062,-76.03499999999998,0.0274,0.004566666666666667,6
12624,CB1TF,CB1TF_MD,39.4367,-76.0586,5.6850499999999995,0.40607499999999996,14
12625,CB1TF,CB1TF_MD,39.4574,-76.01519999999998,3.2503,0.21668666666666667,15
12626,CB3MH,CB3MH_MD,39.1194,-76.2634,0.19275,0.0160625,12
12628,CB3MH,CB3MH_MD,39.1928,-76.3485,0.33285,0.0277375,12
12629,CB1TF,CB1TF_MD,39.4811,-76.0763,7.9387,0.6615583333333334,12
12J01,LAFMH,LAFMH_VA,36.9042,-76.3122,0.021,0.0019090909090909091,11
12J02,CHKOH,CHKOH_VA,37.2528,-76.87319999999998,0.181,0.018099999999999998,10
12J04,JMSMH,JMSMH_VA,36.8408,-76.5416,0.127,0.01411111111111111,9
12J05,JMSMH,JMSMH_VA,37.0342,-76.5125,0.148,0.00925,16
12J06,JMSMH,JMSMH_VA,37.0491,-76.5366,0.055,0.006111111111111111,9
12J07,ELIPH,ELIPH_VA,36.8997,-76.3281,0.07100000000000001,0.0028400000000000005,25
12J10,JMSMH,JMSMH_VA,36.9993,-76.5078,0.041,0.005857142857142858,7
12J11,JMSMH,JMSMH_VA,37.0631,-76.5909,0.17500000000000002,0.011666666666666667,15
12J12,JMSMH,JMSMH_VA,36.87,-76.51519999999998,0.082,0.0063076923076923076,13
12J13,JMSMH,JMSMH_VA,36.9178,-76.4642,0.028999999999999998,0.0029,10
12J14,JMSTF,JMSTF_NATL,37.3107,-77.25279999999998,0.048,0.008,6
12J16,JMSMH,JMSMH_VA,36.9537,-76.41289999999998,0.454,0.011641025641025642,39
12J17,JMSPH,JMSPH_VA,36.9368,-76.342,0.044,0.0036666666666666666,12
12J18,JMSOH,JMSOH_VA,37.1986,-76.7287,0.21000000000000002,0.014000000000000002,15
12J19,JMSMH,JMSMH_VA,36.9938,-76.46639999999998,1.2679999999999998,0.07924999999999999,16
12J20,JMSTF,JMSTF_NATL,37.3061,-77.08069999999998,0.546,0.04963636363636364,11
12J22,JMSTF,JMSTF_NATL,37.2979,-77.15569999999998,3.185,0.2654166666666667,12
12J23,JMSMH,JMSMH_VA,36.9927,-76.51659999999998,0.067,0.006090909090909091,11
12J24,JMSMH,JMSMH_VA,37.1708,-76.6157,0.031,0.0025833333333333333,12
12J26,JMSPH,JMSPH_VA,36.9929,-76.37829999999998,0.072,0.0029999999999999996,24
12J27,JMSOH,JMSOH_VA,37.2066,-76.79519999999998,1.283,0.1283,10
12J28,JMSMH,JMSMH_VA,37.0488,-76.60769999999998,0.021,0.0023333333333333335,9
12J29,JMSMH,JMSMH_VA,37.0247,-76.4685,0.056,0.005090909090909091,11
12J50,JMSMH,JMSMH_VA,37.0588,-76.5951,0.033,0.0027500000000000003,12
12J51,CHKOH,CHKOH_VA,37.3779,-76.89759999999998,0.583,0.0583,10
12M01,TANMH,TANMH_VA,37.8824,-76.0378,0.014,0.0012727272727272728,11
12M02,CB7PH,CB7PH_VA,37.5992,-76.02209999999998,0.036000000000000004,0.0017142857142857144,21
12M03,CB5MH,CB5MH_VA,37.8497,-76.2103,0.012,0.0012000000000000001,10
12M04,CB7PH,CB7PH_VA,37.1521,-76.0219,0.08,0.003076923076923077,26
12M05,PIAMH,PIAMH_VA,37.4891,-76.29479999999998,0.022,0.0024444444444444444,9
12M06,CB6PH,CB6PH_VA,37.5157,-76.1965,0.01,0.0011111111111111111,9
12M07,CB7PH,CB7PH_VA,37.6764,-75.8602,0.036,0.00225,16
12M08,CB7PH,CB7PH_VA,37.1867,-76.03629999999998,0.065,0.0023214285714285715,28
12M10,CB8PH,CB8PH_VA,36.9976,-76.2707,0.031,0.0014761904761904762,21
12M11,CB8PH,CB8PH_VA,36.9962,-76.21299999999998,0.086,0.0040952380952380945,21
12M12,CB7PH,CB7PH_VA,37.4345,-76.0708,0.04,0.0017391304347826088,23
12M13,CB6PH,CB6PH_VA,37.2571,-76.2628,0.054,0.003176470588235294,17
12M50,CB7PH,CB7PH_VA,37.0913,-76.0087,0.073,0.0066363636363636356,11
12M51,CB8PH,CB8PH_VA,37.0033,-76.00459999999998,0.017,0.0017000000000000001,10
12M52,CB7PH,CB7PH_VA,37.1907,-76.10599999999998,0.126,0.0066315789473684215,19
12M53,CB7PH,CB7PH_VA,37.2484,-76.1303,0.023,0.0016428571428571427,14
12M54,CB8PH,CB8PH_VA,37.0126,-76.28499999999998,0.041,0.002411764705882353,17
12M55,CB7PH,CB7PH_VA,37.4456,-76.0869,0.023,0.0013529411764705882,17
12M56,CB6PH,CB6PH_VA,37.5903,-76.19459999999998,0.003,0.001,3
12M57,CB7PH,CB7PH_VA,37.7144,-76.03499999999998,0.042,0.002625,16
12M58,CB5MH,CB5MH_VA,37.7755,-76.0725,0.07,0.00368421052631579,19
12M59,POCMH,POCMH_VA,37.8912,-75.79259999999998,0.002,0.002,1
12M60,LYNPH,LYNPH_VA,36.8758,-76.05939999999998,0.087,0.010875,8
12M62,MOBPH,MOBPH_VA,37.3746,-76.4538,0.032,0.0021333333333333334,15
12M63,PIAMH,PIAMH_VA,37.5259,-76.4359,0.017,0.0034000000000000002,5
12R01,RPPMH,RPPMH_VA,37.8346,-76.72079999999998,0.039,0.004875,8
12R02,RPPMH,RPPMH_VA,37.7794,-76.617,0.02,0.002,10
12R03,RPPMH,RPPMH_VA,37.7778,-76.62439999999998,0.047,0.004272727272727273,11
12R04,RPPMH,RPPMH_VA,37.989,-76.84279999999998,0.027,0.003857142857142857,7
12R05,RPPMH,RPPMH_VA,37.7792,-76.6344,0.032,0.0035555555555555557,9
12R06,RPPMH,RPPMH_VA,37.6615,-76.5793,0.033,0.0027500000000000003,12
12R07,RPPMH,RPPMH_VA,37.9278,-76.8555,0.041,0.0041,10
12R08,RPPMH,RPPMH_VA,37.7523,-76.6038,0.033,0.00825,4
12R09,RPPMH,RPPMH_VA,37.6299,-76.49389999999998,0.003,0.0015,2
12R10,RPPTF,RPPTF_VA,38.2383,-77.2249,0.043,0.007166666666666666,6
12R11,RPPMH,RPPMH_VA,37.8571,-76.745,0.035,0.0035000000000000005,10
12R13,RPPMH,RPPMH_VA,37.5861,-76.34149999999998,0.015,0.002142857142857143,7
12R15,RPPTF,RPPTF_VA,38.1602,-77.0971,0.027000000000000003,0.006750000000000001,4
12R16,RPPMH,RPPMH_VA,37.7655,-76.6255,0.03900000000000001,0.009750000000000002,4
12R17,RPPMH,RPPMH_VA,37.6162,-76.3463,0.016999999999999998,0.0033999999999999994,5
12R18,RPPMH,RPPMH_VA,37.6232,-76.5073,0.034,0.0085,4
12R19,RPPMH,RPPMH_VA,37.7942,-76.6892,0.041,0.0037272727272727275,11
12R21,RPPMH,RPPMH_VA,37.7761,-76.61369999999998,0.013000000000000001,0.0014444444444444446,9
12R22,RPPMH,RPPMH_VA,37.7098,-76.5476,0.027999999999999997,0.0034999999999999996,8
12R23,RPPMH,RPPMH_VA,37.6903,-76.54649999999998,0.015,0.005,3
12R26,RPPMH,RPPMH_VA,37.8231,-76.68649999999998,0.026000000000000002,0.0026000000000000003,10
12R27,RPPMH,RPPMH_VA,37.7294,-76.6242,0.021,0.002625,8
12R50,CRRMH,CRRMH_VA,37.7033,-76.4607,0.0,0.0,1
12R51,RPPMH,RPPMH_VA,37.6122,-76.509,0.018000000000000002,0.0022500000000000003,8
12R52,RPPMH,RPPMH_VA,37.7851,-76.641,0.097,0.010777777777777778,9
12Y01,YRKPH,YRKPH_VA,37.2098,-76.4731,0.04,0.005,8
12Y02,YRKPH,YRKPH_VA,37.2818,-76.5626,0.097,0.007461538461538462,13
12Y03,YRKMH,YRKMH_VA,37.4296,-76.71909999999998,0.057,0.00475,12
12Y04,YRKMH,YRKMH_VA,37.3305,-76.59739999999998,0.058,0.0032222222222222222,18
12Y05,YRKMH,YRKMH_VA,37.3686,-76.6622,0.031,0.0019375,16
12Y06,YRKMH,YRKMH_VA,37.3496,-76.65519999999998,0.037,0.0033636363636363634,11
12Y07,YRKPH,YRKPH_VA,37.2531,-76.5064,0.017,0.0012142857142857144,14
12Y08,YRKMH,YRKMH_VA,37.4146,-76.6982,0.028,0.0023333333333333335,12
12Y10,YRKMH,YRKMH_VA,37.3123,-76.6076,0.03,0.0023076923076923075,13
12Y11,YRKMH,YRKMH_VA,37.4939,-76.76189999999998,0.02,0.004,5
12Y12,YRKPH,YRKPH_VA,37.2499,-76.5231,0.041,0.003416666666666667,12
12Y13,YRKMH,YRKMH_VA,37.3382,-76.6312,0.029,0.003625,8
12Y14,MPNOH,MPNOH_VA,37.6054,-76.81579999999998,0.151,0.015099999999999999,10
12Y15,MPNOH,MPNOH_VA,37.5701,-76.7883,0.005,0.00125,4
12Y16,YRKPH,YRKPH_VA,37.2686,-76.5274,0.051,0.0036428571428571426,14
12Y17,YRKMH,YRKMH_VA,37.3432,-76.6246,0.055,0.004230769230769231,13
12Y18,YRKMH,YRKMH_VA,37.3881,-76.655,0.057,0.0038,15
12Y19,YRKPH,YRKPH_VA,37.306,-76.56919999999998,0.068,0.003578947368421053,19
12Y20,YRKMH,YRKMH_VA,37.3832,-76.6482,0.014,0.0015555555555555557,9
12Y21,YRKPH,YRKPH_VA,37.243,-76.4666,0.067,0.0035263157894736843,19
12Y22,PMKOH,PMKOH_VA,37.5803,-76.8735,0.009000000000000001,0.0022500000000000003,4
12Y23,YRKMH,YRKMH_VA,37.3449,-76.6275,0.038,0.002533333333333333,15
12Y50,YRKPH,YRKPH_VA,37.2541,-76.4299,0.008,0.0026666666666666666,3
12Y51,YRKPH,YRKPH_VA,37.2803,-76.5438,0.05,0.003125,16
12Y52,PMKTF,PMKTF_VA,37.5793,-76.9645,0.024,0.003428571428571429,7
13101,POTMH,POTMH_MD,37.9578,-76.3113,0.0026,0.00065,4
13102,POTMH,POTMH_MD,37.9727,-76.33369999999998,0.0021999999999999997,0.0010999999999999998,2
13103,POTMH,POTMH_MD,37.9779,-76.4021,0.0107,0.0017833333333333332,6
13105,POTMH,POTMH_MD,38.0296,-76.4324,0.00835,0.00104375,8
13106,POTMH,POTMH_MD,38.0323,-76.4264,0.0006000000000000001,0.00030000000000000003,2
13107,POTMH,POTMH_MD,38.0484,-76.4359,0.0001,0.0001,1
13108,POTMH,POTMH_MD,38.065,-76.50589999999998,5e-05,5e-05,1
13109,POTMH,POTMH_MD,38.0727,-76.49169999999998,0.0,0.0,1
13110,POTMH,POTMH_MD,38.0841,-76.4792,0.0015999999999999999,0.00039999999999999996,4
13111,POTMH,POTMH_MD,38.0906,-76.44079999999998,0.0005,0.00025,2
13112,POTMH,POTMH_MD,38.1132,-76.4552,0.0003,0.0003,1
13113,POTMH,POTMH_MD,38.1153,-76.4933,0.00815,0.0006791666666666666,12
13114,POTMH,POTMH_MD,38.1756,-76.5955,0.0001,5e-05,2
13115,POTMH,POTMH_MD,38.2102,-76.8698,0.0,0.0,1
13116,POTMH,POTMH_MD,38.2188,-76.649,0.0146,0.002085714285714286,7
13117,POTMH,POTMH_MD,38.2195,-76.68439999999998,5e-05,5e-05,1
13118,POTMH,POTMH_MD,38.2282,-76.8375,0.0,0.0,1
13119,POTMH,POTMH_MD,38.243,-76.8005,0.1069,0.008223076923076923,13
13120,POTMH,POTMH_MD,38.2833,-76.952,0.0001,5e-05,2
13122,POTMH,POTMH_MD,38.3232,-76.97419999999998,0.033049999999999996,0.004721428571428571,7
13123,POTOH,POTOH_VA2,38.4334,-77.0446,3.5214999999999996,0.35214999999999996,10
13124,POTOH,POTOH_VA2,38.4505,-77.2885,0.62845,0.10474166666666666,6
13125,POTTF,POTTF_MD,38.7492,-77.0331,3.44115,0.68823,5
13126,POTMH,POTMH_MD,38.2764,-76.9561,0.0001,0.0001,1
13127,CB5MH,CB5MH_MD,37.918,-76.2642,0.0074,0.0005692307692307692,13
13201,PAXMH,PAXMH_MD,38.3117,-76.4238,0.00035,0.000175,2
13202,PAXMH,PAXMH_MD,38.3138,-76.46389999999998,5e-05,5e-05,1
13203,PAXMH,PAXMH_MD,38.3183,-76.43689999999998,0.00395,0.00043888888888888894,9
13205,PAXMH,PAXMH_MD,38.3388,-76.5125,0.0351,0.00234,15
13206,PAXMH,PAXMH_MD,38.3509,-76.4794,0.0742,0.0053,14
13207,PAXMH,PAXMH_MD,38.3846,-76.5227,0.0087,0.0017399999999999998,5
