"STATION","CBPSEG","cbpseg_st","LATITUDE","LONGITUDE","SUM","MEAN","COUNT","CellID","DistanceToNearestKm","Replacement"
"17427","NANMH","NANMH_MD",38.313,-75.9073,0.0074,0.00105714285714286,7,NA,3472.32289244733,5286
"17501","TANMH","TANMH_MD",37.918,-75.8586,0.02205,0.00147,15,NA,797.062375399806,3937
"17502","TANMH","TANMH_MD",37.9324,-75.924,0.1323,0.00456206896551724,29,NA,1350.93417548442,4103
"17503","CB5MH","CB5MH_MD",37.9359,-76.2586,0.0118,0.00107272727272727,11,NA,152.036589707847,4332
"17504","CB5MH","CB5MH_MD",38.0741,-76.1343,0.0255,0.00134210526315789,19,NA,525.270654501216,4769
"17505","TANMH","TANMH_MD",38.1649,-76.1215,0.0365,0.00173809523809524,21,NA,631.284936923357,5108
"17506","CB5MH","CB5MH_MD",38.2122,-76.1759,0.0142,0.000835294117647059,17,NA,955.321813395388,5275
"17507","CB5MH","CB5MH_MD",38.2207,-76.3555,0,0,1,NA,1050.13810701913,5426
"17508","TANMH","TANMH_MD",38.227,-75.9432,0.04585,0.003275,14,NA,787.038011732226,5116
"17509","CB5MH","CB5MH_MD",38.3342,-76.3634,1e-04,1e-04,1,NA,384.610209424245,5851
"17510","CB4MH","CB4MH_MD",38.412,-76.2928,0.0107,0.00107,10,NA,833.482517910629,6112
"17511","CB4MH","CB4MH_MD",38.4506,-76.3273,0.01975,0.00179545454545455,11,NA,426.290971636266,6279
"17512","CB4MH","CB4MH_MD",38.5316,-76.476,0,0,1,NA,372.766716670171,6685
"17513","CHOMH1","CHOMH1_MD",38.6511,-76.2145,0.0192,0.00147692307692308,13,NA,773.845564414207,7128
"17514","CHOMH1","CHOMH1_MD",38.6609,-76.232,0.00065,0.000216666666666667,3,NA,828.202016011769,7212
"17515","CB4MH","CB4MH_MD",38.6745,-76.4933,2e-04,2e-04,1,NA,399.238489836347,7273
"17516","CB4MH","CB4MH_MD",38.6947,-76.5199,0.00585,0.000975,6,NA,241.975381358422,7354
"17517","CHOMH1","CHOMH1_MD",38.6948,-76.1828,0.0495,0.00495,10,NA,3230.28523004499,7214
"17518","CHOMH1","CHOMH1_MD",38.7036,-76.203,0.0135,0.00135,10,NA,1957.55346039597,7380
"17520","CB4MH","CB4MH_MD",38.7795,-76.3961,0.40845,0.0340375,12,NA,394.78998695641,7703
"17521","EASMH","EASMH_MD",38.7844,-76.19,0.0133,0.00221666666666667,6,NA,2635.26251528688,7884
"17522","EASMH","EASMH_MD",38.8298,-76.3357,0,0,1,NA,196.122453470356,7960
"17524","EASMH","EASMH_MD",38.9184,-76.3096,0.0281,0.00281,10,NA,2283.21397537754,8298
"17525","EASMH","EASMH_MD",38.9586,-76.1643,0.04375,0.00182291666666667,24,NA,4283.72129549156,8553
"17526","FSBMH","FSBMH_MD",38.2458,-75.9716,0.01105,0.00157857142857143,7,NA,1614.19263487897,5199
"17527","LCHMH","LCHMH_MD",38.5482,-76.2407,0.01925,0.00160416666666667,12,NA,2242.81309027901,6538
"17602","CB3MH","CB3MH_MD",39.0624,-76.2746,0.00165,0.000235714285714286,7,NA,406.890742755698,8712
"17603","CB3MH","CB3MH_MD",39.074,-76.2489,0.026,0.00325,8,NA,1899.36617970295,8714
"17604","CB3MH","CB3MH_MD",39.0932,-76.3036,0,0,1,NA,1984.63783927312,8708
"17605","CB3MH","CB3MH_MD",39.1173,-76.2874,0.04435,0.00369583333333333,12,NA,833.60878158479,8791
"17606","CB3MH","CB3MH_MD",39.118,-76.4282,0.11865,0.008475,14,NA,287.247133758744,8694
"17607","PATMH","PATMH_MD",39.1255,-76.459,1e-04,1e-04,1,NA,3001.17728041658,8694
"17608","CB3MH","CB3MH_MD",39.1721,-76.3794,0.1248,0.0113454545454545,11,NA,2020.07785686569,8863
"17609","CB3MH","CB3MH_MD",39.1791,-76.3041,0.13805,0.01725625,8,NA,1756.81993304687,8869
"17610","CB3MH","CB3MH_MD",39.1925,-76.3581,0.31315,0.0284681818181818,11,NA,901.181937090013,8863
"17611","CB2OH","CB2OH_MD",39.2279,-76.3771,0.0672,0.00746666666666667,9,NA,1562.92168791442,8943
"17612","CB2OH","CB2OH_MD",39.2291,-76.3588,1.2417,0.12417,10,NA,643.785944720101,8945
"17613","CB2OH","CB2OH_MD",39.2296,-76.3518,3.19105,0.354561111111111,9,NA,355.862420117187,8945
"17614","CB2OH","CB2OH_MD",39.2605,-76.2433,0.5829,0.03886,15,NA,2224.85442022625,9120
"17615","CB2OH","CB2OH_MD",39.2614,-76.3308,0.4188,0.0246352941176471,17,NA,1403.09852265222,9029
"17616","CB2OH","CB2OH_MD",39.2643,-76.2282,0.08045,0.00536333333333333,15,NA,1144.28099665343,9121
"17617","CB2OH","CB2OH_MD",39.2707,-76.3876,0.14215,0.0129227272727273,11,NA,2271.75890355442,8941
"17618","CB2OH","CB2OH_MD",39.2851,-76.3053,2.1416,0.2677,8,NA,2029.72937910958,9029
"17619","CB2OH","CB2OH_MD",39.2916,-76.2085,1.7768,0.161527272727273,11,NA,2331.95897342832,9121
"17620","CB2OH","CB2OH_MD",39.3061,-76.3352,0.20415,0.0226833333333333,9,NA,2608.88035297849,9026
"17621","CB2OH","CB2OH_MD",39.3122,-76.3334,3.3347,0.303154545454545,11,NA,1976.49116092301,9109
"17622","CB2OH","CB2OH_MD",39.3471,-76.1856,0.3484,0.0204941176470588,17,NA,817.779598103472,9286
"17623","CB2OH","CB2OH_MD",39.3802,-76.1301,4.9433,0.353092857142857,14,NA,1096.7431631772,9371
"17624","CB1TF","CB1TF_MD",39.4769,-76.0271,0.02035,0.00185,11,NA,397.169528488516,9957
"17625","CB1TF","CB1TF_MD",39.5186,-76.0846,0.0134,0.001675,8,NA,593.137179264566,9865
"17626","CB3MH","CB3MH_MD",39.0254,-76.3247,0.0737,0.00818888888888889,9,NA,1797.34387950822,8625
"17J01","JMSPH","JMSPH_VA",36.9975,-76.3312,0.062,0.00364705882352941,17,NA,1344.02551619497,810
"17J02","JMSPH","JMSPH_VA",36.9904,-76.3458,0.059,0.00280952380952381,21,NA,556.649541072035,726
"17J04","JMSMH","JMSMH_VA",36.9587,-76.4331,0.093,0.00332142857142857,28,NA,165.476180588064,554
"17J06","JMSMH","JMSMH_VA",36.987,-76.515,0.031,0.0019375,16,NA,1524.21630821931,547
"17J07","JMSMH","JMSMH_VA",36.9782,-76.5261,0.074,0.00336363636363636,22,NA,2843.9119076217,547
"17J08","JMSMH","JMSMH_VA",37.0156,-76.5195,0.036,0.00211764705882353,17,NA,1093.61971426257,546
"17J09","JMSMH","JMSMH_VA",37.0738,-76.5332,0.043,0.00307142857142857,14,NA,403.626140755034,709
"17J10","JMSMH","JMSMH_VA",37.0687,-76.5672,0.033,0.00183333333333333,18,NA,721.173842483093,624
"17J11","JMSMH","JMSMH_VA",37.0365,-76.5965,0.033,0.00235714285714286,14,NA,834.290543181763,540
"17J12","JMSMH","JMSMH_VA",37.0764,-76.5741,0.025,0.00178571428571429,14,NA,1073.23592794302,623
"17J13","JMSMH","JMSMH_VA",37.093,-76.5825,0.028,0.00186666666666667,15,NA,1868.87290210119,704
"17J14","JMSMH","JMSMH_VA",37.0526,-76.6195,0.044,0.00366666666666667,12,NA,544.898766744445,538
"17J15","JMSMH","JMSMH_VA",37.038,-76.6302,0.026,0.00288888888888889,9,NA,2311.07478092614,538
"17J16","JMSMH","JMSMH_VA",37.1171,-76.6509,0.015,0.00166666666666667,9,NA,1031.44234181154,700
"17J17","JMSMH","JMSMH_VA",37.1669,-76.6419,0.021,0.0021,10,NA,298.923815939049,866
"17J18","JMSOH","JMSOH_VA",37.189,-76.6753,1.407,0.0879375,16,NA,872.250364387565,947
"17J19","JMSOH","JMSOH_VA",37.2316,-76.8111,0.019,0.00211111111111111,9,NA,134.4543779591,855
"17J20","JMSOH","JMSOH_VA",37.2343,-76.8174,0.01,0.00142857142857143,7,NA,505.772785008666,855
"17J21","JMSOH","JMSOH_VA",37.2415,-76.8178,0.009,0.001,9,NA,1164.68520808294,855
"17J22","CHKOH","CHKOH_VA",37.2512,-76.8761,1.579,0.0928823529411765,17,NA,1281.70251050067,768
"17J23","JMSTF","JMSTF_NATL",37.2428,-76.9704,0.068,0.0068,10,NA,1377.65913451255,597
"17J24","JMSTF","JMSTF_NATL",37.2957,-77.0872,1.58,0.143636363636364,11,NA,13253.2433122644,597
"17J25","JMSTF","JMSTF_RICH",37.3703,-77.3046,0.02,0.002,10,NA,34153.1248798491,597
"17J27","JMSTF","JMSTF_NATL",37.3142,-77.1008,2.576,0.198153846153846,13,NA,15383.849532688,597
"17J29","JMSPH","JMSPH_VA",36.9543,-76.3641,0.122,0.00321052631578947,38,NA,864.585214136462,643
"17M01","CB8PH","CB8PH_VA",36.9781,-76.0791,0.059,0.00226923076923077,26,NA,1184.96455059366,1075
"17M02","MOBPH","MOBPH_VA",37.1396,-76.2834,0.037,0.00148,25,NA,277.144551863761,1562
"17M03","CB7PH","CB7PH_VA",37.1848,-76.0702,0.266,0.00806060606060606,33,NA,670.296783176587,1995
"17M04","CB6PH","CB6PH_VA",37.202,-76.173,0.416,0.0112432432432432,37,NA,495.504826728084,1988
"17M05","CB7PH","CB7PH_VA",37.3554,-76.1219,0.324,0.0104516129032258,31,NA,1291.2322294051,2324
"17M06","CB7PH","CB7PH_VA",37.3566,-76.1348,0.159,0.0042972972972973,37,NA,1184.90987384669,2323
"17M07","CB7PH","CB7PH_VA",37.4375,-76.1079,0.261,0.010875,24,NA,1305.64763502865,2492
"17M08","PIAMH","PIAMH_VA",37.444,-76.2533,0.028,0.00155555555555556,18,NA,954.173864091535,2481
"17M09","PIAMH","PIAMH_VA",37.4666,-76.2623,0.033,0.0022,15,NA,1660.63195860735,2563
"17M10","PIAMH","PIAMH_VA",37.4681,-76.2694,0.031,0.00134782608695652,23,NA,1608.51846007212,2563
"17M11","RPPMH","RPPMH_VA",37.5695,-76.3291,0.039,0.00205263157894737,19,NA,2252.17898173313,2809
"17M12","CB7PH","CB7PH_VA",37.696,-75.977,0.046,0.00219047619047619,21,NA,1445.40024937251,3174
"17M13","CB5MH","CB5MH_VA",37.715,-76.1664,0.149,0.00402702702702703,37,NA,525.404858171801,3244
"17M14","CB7PH","CB7PH_VA",37.7431,-75.9569,0.054,0.002,27,NA,1200.76157404519,3259
"17M15","CB5MH","CB5MH_VA",37.7633,-76.2916,0.041,0.00315384615384615,13,NA,212.361130417732,3485
"17M51","CB7PH","CB7PH_VA",37.3815,-76.01,0.065,0.00270833333333333,24,NA,1400.83886358273,2416
"17M52","CB6PH","CB6PH_VA",37.6252,-76.2067,0.066,0.006,11,NA,886.480731574479,2903
"17M53","CB5MH","CB5MH_VA",37.6788,-76.2617,0.003,0.001,3,NA,972.413360183795,3067
"17M54","CB6PH","CB6PH_VA",37.3986,-76.166,0.072,0.00342857142857143,21,NA,796.037729674,2404
"17M55","CB7PH","CB7PH_VA",37.6203,-76.079,0.104,0.004,26,NA,502.445152026632,2914
"17M56","CB7PH","CB7PH_VA",37.5956,-75.9373,0.045,0.00195652173913043,23,NA,2366.23443020959,2838
"17M57","CB7PH","CB7PH_VA",37.1151,-76.0019,0.031,0.0019375,16,NA,1622.30319372246,1831
"17M58","CB6PH","CB6PH_VA",37.4442,-76.2409,0.044,0.00293333333333333,15,NA,374.977156595896,2481
"17M59","CB7PH","CB7PH_VA",37.2398,-76.0433,0.063,0.00286363636363636,22,NA,964.462285537526,2164
"17M60","MOBPH","MOBPH_VA",37.2932,-76.3276,0.015,0.00136363636363636,11,NA,1681.67603043135,2142
"17R01","RPPMH","RPPMH_VA",37.6069,-76.3622,0.093,0.00332142857142857,28,NA,1666.12018049401,2890
"17R02","RPPMH","RPPMH_VA",37.6116,-76.3737,0.006,0.001,6,NA,912.924133430163,2890
"17R03","RPPMH","RPPMH_VA",37.6359,-76.4131,0.059,0.00295,20,NA,1684.87533971138,2887
"17R04","RPPMH","RPPMH_VA",37.6188,-76.4292,0.012,0.0012,10,NA,393.108206242139,2886
"17R05","RPPMH","RPPMH_VA",37.6169,-76.445,0.03,0.0025,12,NA,717.026472661117,2885
"17R07","RPPMH","RPPMH_VA",37.6905,-76.5451,0.011,0.0022,5,NA,517.698207987043,3129
"17R08","RPPMH","RPPMH_VA",37.7091,-76.5544,0.018,0.0018,10,NA,608.384962433535,3213
"17R09","RPPMH","RPPMH_VA",37.7255,-76.5604,0.034,0.00242857142857143,14,NA,717.910549248255,3296
"17R10","RPPMH","RPPMH_VA",37.7196,-76.5803,0.052,0.0065,8,NA,137.218877284911,3295
"17R11","RPPMH","RPPMH_VA",37.7279,-76.5728,0.023,0.00383333333333333,6,NA,1051.52585084498,3296
"17R13","RPPMH","RPPMH_VA",37.7641,-76.6048,0.046,0.00575,8,NA,675.642781175846,3546
"17R14","RPPMH","RPPMH_VA",37.7694,-76.6447,0.009,0.00225,4,NA,818.293663402402,3627
"17R15","RPPMH","RPPMH_VA",37.7625,-76.673,0.044,0.00488888888888889,9,NA,625.556402420847,3626
"17R16","RPPMH","RPPMH_VA",37.7964,-76.7089,0.014,0.002,7,NA,727.900377532111,3876
"17R17","RPPMH","RPPMH_VA",37.797,-76.7244,0.026,0.00433333333333333,6,NA,938.26683881634,3876
"17R18","RPPMH","RPPMH_VA",37.8296,-76.7356,0.027,0.0054,5,NA,627.871119181731,4043
"17R19","RPPMH","RPPMH_VA",37.8541,-76.7668,0.058,0.0058,10,NA,1023.31149389283,4294
"17R20","RPPMH","RPPMH_VA",37.8704,-76.7628,0.022,0.002,11,NA,541.200815327038,4378
"17R21","RPPMH","RPPMH_VA",37.9196,-76.8474,0.047,0.00427272727272727,11,NA,336.009049919774,4710
"17R22","RPPMH","RPPMH_VA",37.9599,-76.8658,0.018,0.002,9,NA,784.01347121699,4962
"17R23","RPPOH","RPPOH_VA",37.9836,-76.9122,0.02,0.0025,8,NA,5475.47616600468,4962
"17R24","RPPOH","RPPOH_VA",38.0806,-76.942,0.047,0.005875,8,NA,13406.0366318055,5891
"17R25","RPPOH","RPPOH_VA",38.0817,-76.9554,0.011,0.00157142857142857,7,NA,13749.504676958,5891
"17R26","RPPMH","RPPMH_VA",37.7619,-76.6575,0.042,0.006,7,NA,610.627605497023,3543
"17R27","RPPMH","RPPMH_VA",37.6113,-76.3688,0.076,0.00345454545454545,22,NA,976.574575213229,2890
"17Y01","YRKPH","YRKPH_VA",37.2316,-76.4358,0.011,0.001375,8,NA,464.326041966621,1800
"17Y02","YRKPH","YRKPH_VA",37.2406,-76.4585,0.12,0.00315789473684211,38,NA,526.653468528841,1799
"17Y03","YRKPH","YRKPH_VA",37.2507,-76.5062,0.032,0.002,16,NA,387.299649571723,1795
"17Y04","YRKPH","YRKPH_VA",37.301,-76.5721,0.049,0.0035,14,NA,1138.63286468567,1957
"17Y05","YRKPH","YRKPH_VA",37.3086,-76.5747,0.461,0.0164642857142857,28,NA,349.707052805816,1957
"17Y06","YRKMH","YRKMH_VA",37.3032,-76.5911,0.029,0.00223076923076923,13,NA,844.641507136254,1872
"17Y07","YRKMH","YRKMH_VA",37.3457,-76.6152,0.026,0.00236363636363636,11,NA,718.0041800703,2038
"17Y08","YRKMH","YRKMH_VA",37.3423,-76.634,0.029,0.00193333333333333,15,NA,1097.93431335042,2037
"17Y09","YRKMH","YRKMH_VA",37.3551,-76.6292,0.083,0.00592857142857143,14,NA,991.46126622893,2037
"17Y10","YRKMH","YRKMH_VA",37.3676,-76.6252,0.039,0.0024375,16,NA,909.92505783079,2120
"17Y11","YRKMH","YRKMH_VA",37.3765,-76.6688,0.024,0.002,12,NA,709.524189694761,2118
"17Y12","YRKMH","YRKMH_VA",37.4609,-76.7328,0.013,0.001625,8,NA,1428.72947600035,2282
"17Y13","YRKMH","YRKMH_VA",37.4985,-76.7967,0.029,0.00322222222222222,9,NA,8208.51386018619,2282
"17Y14","YRKMH","YRKMH_VA",37.51,-76.8042,0.036,0.00327272727272727,11,NA,9572.18909268851,2282
"17Y15","PMKOH","PMKOH_VA",37.5357,-76.8398,0.037,0.00246666666666667,15,NA,13814.8415947076,2282
"17Y16","PMKOH","PMKOH_VA",37.5788,-76.8591,0.018,0.00257142857142857,7,NA,18514.3783158822,2282
"17Y17","PMKOH","PMKOH_VA",37.5608,-76.8757,0.413,0.0688333333333333,6,NA,18032.0380306728,2282
"17Y18","PMKOH","PMKOH_VA",37.5653,-76.9275,0.577,0.0961666666666667,6,NA,21868.2025847308,2282
"17Y19","PMKTF","PMKTF_VA",37.5547,-76.9737,0.024,0.006,4,NA,24693.6551136331,2282
"17Y20","PMKTF","PMKTF_VA",37.5844,-76.9861,4.005,0.6675,6,NA,27329.5332870306,2282
"17Y21","PMKTF","PMKTF_VA",37.5677,-76.9791,0.015,0.00166666666666667,9,NA,25821.0128923649,2282
"17Y22","MPNOH","MPNOH_VA",37.5438,-76.7829,0.057,0.0038,15,NA,11623.6189110899,2282
"17Y23","MPNOH","MPNOH_VA",37.5626,-76.783,0.504,0.0458181818181818,11,NA,13552.1743987129,2282
"17Y24","MPNOH","MPNOH_VA",37.5761,-76.7993,0.009,0.0018,5,NA,15487.3886633064,2282
"17Y26","YRKPH","YRKPH_VA",37.2312,-76.4678,0.018,0.00257142857142857,7,NA,684.782621812803,1714
"18101","POTMH","POTMH_MD",38.006,-76.3865,0,0,1,NA,1026.7400795889,4743
"18103","POTMH","POTMH_MD",38.0642,-76.4555,0,0,1,NA,465.971515755725,4990
"18104","POTMH","POTMH_MD",38.066,-76.4491,0,0,1,NA,104.943389815287,4991
"18105","POTMH","POTMH_MD",38.1089,-76.4534,0,0,1,NA,404.009919446947,5160
"18106","POTMH","POTMH_MD",38.1165,-76.4917,0.00825,0.00103125,8,NA,1095.35836730091,5241
"18107","POTMH","POTMH_MD",38.121,-76.5453,0,0,1,NA,879.301661424223,5237
"18108","POTMH","POTMH_MD",38.1921,-76.6211,0,0,1,NA,437.118723815174,5569
"18109","POTMH","POTMH_MD",38.1995,-76.7293,0,0,1,NA,811.199198723675,5730
"18110","POTMH","POTMH_MD",38.2279,-76.7868,0.07445,0.00930625,8,NA,985.792142531902,5896
"18111","POTMH","POTMH_MD",38.2393,-76.9438,0.0065,0.00325,2,NA,1455.25763806351,6058
"18112","POTMH","POTMH_MD",38.319,-76.9876,0,0,1,NA,1369.98867528913,6395
"18114","POTOH","POTOH_VA2",38.3403,-77.2359,0.0166,0.00118571428571429,14,NA,2381.90174845375,6724
"18115","POTOH","POTOH_VA2",38.3756,-77.0886,1.2958,0.161975,8,NA,1389.68773429226,6645
"18116","POTOH","POTOH_VA2",38.3773,-77.0729,0.078,0.004875,16,NA,1850.65544899108,6645
"18117","POTOH","POTOH_VA2",38.3821,-77.155,6.8494,0.456626666666667,15,NA,2262.04144297547,6643
"18118","POTMH","POTMH_MD",38.385,-76.8757,0.0082,0.00117142857142857,7,NA,4106.60928678058,6316
"18119","POTOH","POTOH_VA2",38.4012,-77.0493,0.0753,0.00502,15,NA,961.780139295837,6646
"18120","POTOH","POTOH_VA2",38.4078,-77.0615,0.0048,0.000685714285714286,7,NA,929.25386385352,6646
"18121","POTOH","POTOH_VA2",38.4336,-77.0468,0.0537,0.00358,15,NA,2931.69241584196,6647
"18122","POTOH","POTOH_VA2",38.4423,-77.0405,0.11045,0.00649705882352941,17,NA,3667.28672548309,6647
"18123","POTOH","POTOH_VA2",38.4807,-77.3095,0.41074,0.0456377777777778,9,NA,7170.81319507321,6892
"18124","POTOH","POTOH_VA2",38.4888,-77.2797,0.04165,0.004165,10,NA,8433.03419242967,6892
"18125","POTTF","POTTF_MD",38.6416,-77.1223,0.34304,0.0245028571428571,14,NA,26895.4991546101,6647
"18126","POTMH","POTMH_MD",38.1335,-76.4443,0.00085,0.00017,5,NA,570.397625747305,5246
"18127","POTOH","POTOH_VA2",38.4601,-77.2804,0.00545,0.000778571428571429,7,NA,5437.12283869081,6892
"18201","PAXMH","PAXMH_MD",38.3307,-76.4436,0,0,1,NA,1852.7289135215,5842
"18202","PAXMH","PAXMH_MD",38.343,-76.502,0.0164,0.00328,5,NA,1430.23635353546,6006
"18203","PAXMH","PAXMH_MD",38.3889,-76.5439,0.03965,0.00566428571428571,7,NA,387.448985995915,6170
"18204","PAXMH","PAXMH_MD",38.3895,-76.5495,0.04225,0.00281666666666667,15,NA,451.675596458499,6170
"18205","PAXMH","PAXMH_MD",38.3915,-76.5258,0.01715,0.00343,5,NA,63.622493011403,6172
"18206","PAXMH","PAXMH_MD",38.3983,-76.5154,0.0314,0.00261666666666667,12,NA,556.118408937167,6173
"18207","PAXMH","PAXMH_MD",38.4046,-76.4852,0,0,1,NA,2909.79908795598,6173
"18208","PAXMH","PAXMH_MD",38.4091,-76.5765,0.00065,0.000216666666666667,3,NA,617.271963933052,6252
"18209","PAXMH","PAXMH_MD",38.4139,-76.5818,0.0029,0.00145,2,NA,1246.34961323915,6252
"18210","PAXMH","PAXMH_MD",38.4184,-76.5677,0.07395,0.00435,17,NA,1386.73741241566,6253
"18211","PAXMH","PAXMH_MD",38.424,-76.5857,0.01335,0.0033375,4,NA,281.498361213977,6336
"18212","PAXMH","PAXMH_MD",38.4451,-76.6208,0.0203,0.00184545454545455,11,NA,624.836534025026,6417
"18213","PAXMH","PAXMH_MD",38.4451,-76.6111,0.0497,0.00497,10,NA,296.346799336284,6418
"18214","PAXMH","PAXMH_MD",38.451,-76.6505,0.07595,0.00690454545454545,11,NA,2101.60101539231,6501
"18215","PAXMH","PAXMH_MD",38.4598,-76.6626,0.04325,0.00540625,8,NA,2672.77164517507,6501
"18216","PAXMH","PAXMH_MD",38.4648,-76.5984,0.00255,0.000425,6,NA,2723.24137463982,6418
"18217","PAXMH","PAXMH_MD",38.4727,-76.6493,0.01775,0.00253571428571429,7,NA,1804.62676287415,6501
"18218","PAXMH","PAXMH_MD",38.4825,-76.6649,0.16165,0.0134708333333333,12,NA,3545.19369835397,6501
"18219","PAXMH","PAXMH_MD",38.4844,-76.6732,0.0886,0.0126571428571429,7,NA,4260.13087072611,6501
"18220","PAXMH","PAXMH_MD",38.5193,-76.6689,0.0217,0.00434,5,NA,6975.93827638818,6501
"18221","PAXOH","PAXOH_MD",38.6556,-76.6858,0.007,0.0014,5,NA,13937.4797322854,7269
"18222","PAXOH","PAXOH_MD",38.6739,-76.6938,0,0,1,NA,14513.7058000557,7269
"18223","PAXOH","PAXOH_MD",38.6828,-76.6963,16.90835,1.690835,10,NA,14460.2651358681,7519
"18224","PAXTF","PAXTF_MD",38.7681,-76.7006,0.01701,0.002835,6,NA,13640.8864500743,7603
"18225","PAXTF","PAXTF_MD",38.7745,-76.7125,0.05961,0.00662333333333333,9,NA,14729.2449553534,7603
"18301","WSTMH","WSTMH_MD",38.8368,-76.5256,0.05565,0.00618333333333333,9,NA,3039.67145260337,7859
"18302","WSTMH","WSTMH_MD",38.858,-76.5235,0.0407,0.00452222222222222,9,NA,3137.71720474599,8026
"18303","SOUMH","SOUMH_MD",38.9346,-76.5383,0.09635,0.00875909090909091,11,NA,6202.608163933,8110
"18304","SOUMH","SOUMH_MD",38.9406,-76.52,0.0258,0.00286666666666667,9,NA,5702.2895807995,8110
"18305","SEVMH","SEVMH_MD",39.0236,-76.5326,0.0687,0.00624545454545455,11,NA,8435.75021923527,8362
"18306","MAGMH","MAGMH_MD",39.0688,-76.4806,0.06125,0.00510416666666667,12,NA,5291.03179560597,8613
"18307","MAGMH","MAGMH_MD",39.0851,-76.5189,0.02125,0.002125,10,NA,8673.3870685878,8694
"18308","PATMH","PATMH_MD",39.1389,-76.5229,0.0118,0.00236,5,NA,5978.19919457067,8769
"18309","PATMH","PATMH_MD",39.1716,-76.4745,0.05325,0.00484090909090909,11,NA,942.959022872778,8771
"18310","PATMH","PATMH_MD",39.1837,-76.5231,0.12475,0.00959615384615385,13,NA,1580.88789458783,8767
"18311","PATMH","PATMH_MD",39.1874,-76.4837,0.06815,0.00567916666666667,12,NA,366.78635299371,8770
"18312","PATMH","PATMH_MD",39.241,-76.5579,0.00135,0.00027,5,NA,4856.38931075012,8766
"18313","BACOH","BACOH_MD",39.2453,-76.419,0.1063,0.0132875,8,NA,2440.69545788449,8941
"18314","PATMH","PATMH_MD",39.2651,-76.4753,0.00925,0.00132142857142857,7,NA,7411.63137394672,8941
"18315","MIDOH","MIDOH_MD",39.2846,-76.4008,0.01345,0.00149444444444444,9,NA,3119.90452974377,9024
"18316","BACOH","BACOH_MD",39.2928,-76.4749,0.0231,0.01155,2,NA,8594.42487679118,8941
"18318","GUNOH","GUNOH_MD",39.3329,-76.3123,1.1755,0.1469375,8,NA,987.604612939343,9109
"18319","CB2OH","CB2OH_MD",39.3482,-76.2358,0.40185,0.04465,9,NA,1295.7751837457,9198
"18320","GUNOH","GUNOH_MD",39.3572,-76.323,0.0107,0.000891666666666667,12,NA,3330.09807609449,9109
"18321","BSHOH","BSHOH_MD",39.3653,-76.2714,0.02705,0.00300555555555556,9,NA,4036.91693808325,9198
"18322","GUNOH","GUNOH_MD",39.3669,-76.3103,0.0135,0.00225,6,NA,4501.13405187968,9109
"18323","GUNOH","GUNOH_MD",39.3765,-76.3742,0.00755,0.000838888888888889,9,NA,7129.48458835787,9109
"18324","GUNOH","GUNOH_MD",39.3895,-76.3374,1.7337,0.144475,12,NA,7052.94444901996,9109
"18325","BSHOH","BSHOH_MD",39.4648,-76.2335,0.01173,0.002346,5,NA,9908.67378835892,9367
"18326","SEVMH","SEVMH_MD",39.0095,-76.5174,0.0833,0.0049,17,NA,6440.35097431917,8362
"18401","BIGMH","BIGMH_MD",38.0548,-75.8211,0.05965,0.00662777777777778,9,NA,785.321013551405,4444
"18402","BIGMH","BIGMH_MD",38.0573,-75.8109,0.05785,0.003615625,16,NA,1715.34786516613,4444
"18403","BIGMH","BIGMH_MD",38.0598,-75.8536,0.03775,0.002359375,16,NA,1885.42298546126,4443
"18404","MANMH","MANMH_MD",38.135,-75.8388,0.02755,0.00306111111111111,9,NA,1043.56833210934,4697
"18405","MANMH","MANMH_MD",38.1435,-75.8938,0.0149,0.00165555555555556,9,NA,1184.27718124729,4780
"18407","NANMH","NANMH_MD",38.2935,-75.9137,0.17885,0.0105205882352941,17,NA,1399.72030807419,5286
"18408","NANMH","NANMH_MD",38.299,-75.9277,0.1185,0.009875,12,NA,2579.46517592596,5286
"18409","NANMH","NANMH_MD",38.3098,-75.9022,0.1277,0.00798125,16,NA,3157.37819443126,5286
"18410","NANOH","NANOH_MD",38.4855,-75.8172,0.04425,0.00402272727272727,11,NA,19708.7255938101,6632
"18411","CHOMH2","CHOMH2_MD",38.6049,-76.0983,0.1942,0.0161833333333333,12,NA,772.258578107198,6881
"18412","CHOMH2","CHOMH2_MD",38.6089,-76.1446,0.13255,0.013255,10,NA,411.088718402818,6879
"18413","CHOMH2","CHOMH2_MD",38.6186,-76.1274,0.2409,0.0344142857142857,7,NA,575.385723286711,6964
"18414","CHOMH2","CHOMH2_MD",38.6319,-75.9854,0.02995,0.00332777777777778,9,NA,6122.99266476932,6632
"18415","CHOMH2","CHOMH2_MD",38.6349,-76.1438,0.32925,0.032925,10,NA,834.043573151927,7047
"18416","CHSMH","CHSMH_MD",38.9846,-76.2467,0.1138,0.014225,8,NA,469.560735208043,8550
"18418","CHSMH","CHSMH_MD",39.1197,-76.1003,0.3282,0.0182333333333333,18,NA,8578.75501533207,8804
"18419","CHSMH","CHSMH_MD",39.1321,-76.1788,0.1424,0.00949333333333333,15,NA,6758.55707079112,8803
"18420","CHSOH","CHSOH_MD",39.1591,-76.0723,0.05275,0.00479545454545455,11,NA,13431.4473331062,8804
"18421","SASOH","SASOH_MD",39.3771,-76.0386,1.9131,0.31885,6,NA,229.03073381736,9547
