"STATION","CBPSEG","cbpseg_st","LATITUDE","LONGITUDE","SUM","MEAN","COUNT","CellID","DistanceToNearestKm","Replacement"
"13225","PAXOH","PAXOH_MD",38.5905,-76.6809,21.2054,2.650675,8,NA,14729.2372619395,6501
"13226","PAXMH","PAXMH_MD",38.3439,-76.4955,0.0236,0.00236,10,NA,966.394332368456,6006
"13301","WSTMH","WSTMH_MD",38.8544,-76.5079,0.07035,0.011725,6,NA,1796.35065427606,7943
"13302","WSTMH","WSTMH_MD",38.8602,-76.5211,0.0093,0.0011625,8,NA,2835.02330663168,8026
"13303","SOUMH","SOUMH_MD",38.9113,-76.4776,0.0164,0.00136666666666667,12,NA,1751.24010442195,8110
"13304","SOUMH","SOUMH_MD",38.9406,-76.5251,0.04095,0.0034125,12,NA,5945.58393978693,8110
"13305","SOUMH","SOUMH_MD",38.9564,-76.5698,1e-04,5e-05,2,NA,9851.16183808045,8110
"13306","SEVMH","SEVMH_MD",38.9609,-76.4703,0.0163,0.00148181818181818,11,NA,2032.41959415505,8362
"13307","SOUMH","SOUMH_MD",38.9736,-76.6028,0,0,1,NA,12652.9530791022,8362
"13309","PATMH","PATMH_MD",39.1723,-76.495,0.02495,0.00415833333333333,6,NA,1575.96165047223,8770
"13310","PATMH","PATMH_MD",39.1759,-76.5142,0.19515,0.0150115384615385,13,NA,1987.90297300415,8768
"13311","PATMH","PATMH_MD",39.1841,-76.5118,0.12535,0.0139277777777778,9,NA,1055.5465713892,8768
"13312","PATMH","PATMH_MD",39.1849,-76.5077,0.0229,0.00327142857142857,7,NA,921.632555891497,8768
"13313","PATMH","PATMH_MD",39.1926,-76.4672,0.0038,0.00076,5,NA,1517.18137164591,8771
"13314","PATMH","PATMH_MD",39.1961,-76.4886,0.0335,0.00372222222222222,9,NA,1077.1178570079,8769
"13315","PATMH","PATMH_MD",39.2176,-76.5778,2e-04,2e-04,1,NA,4331.91225866367,8766
"13316","PATMH","PATMH_MD",39.2186,-76.532,0,0,1,NA,1808.47990678543,8766
"13317","PATMH","PATMH_MD",39.222,-76.5771,0,0,1,NA,4492.54722256936,8766
"13318","PATMH","PATMH_MD",39.241,-76.4931,5e-04,5e-04,1,NA,5332.46102656579,8767
"13319","PATMH","PATMH_MD",39.245,-76.4909,0.0012,0.0012,1,NA,5815.01440319115,8767
"13320","PATMH","PATMH_MD",39.2467,-76.506,0.001,0.00025,4,NA,5402.93504510897,8766
"13321","PATMH","PATMH_MD",39.2518,-76.5506,0.00035,0.000175,2,NA,5732.48453038804,8766
"13322","BACOH","BACOH_MD",39.2974,-76.4793,0.02285,0.0057125,4,NA,9194.02264445531,8941
"13323","GUNOH","GUNOH_MD",39.3459,-76.3515,0.0121,0.0011,11,NA,3338.34824229076,9109
"13324","BSHOH","BSHOH_MD",39.4239,-76.2302,0.9692,0.161533333333333,6,NA,6489.55116768476,9367
"13325","BSHOH","BSHOH_MD",39.4339,-76.2434,0.03705,0.00741,5,NA,8054.36912134686,9367
"13326","GUNOH","GUNOH_MD",39.3883,-76.3457,3.26176,0.40772,8,NA,7101.9182189297,9109
"13401","POCOH","POCOH_MD",38.0267,-75.6483,0.5015,0.125375,4,NA,8012.9460132668,3942
"13402","BIGMH","BIGMH_MD",38.0472,-75.8545,0.04305,0.00287,15,NA,792.908179981536,4443
"13403","MANMH","MANMH_MD",38.1184,-75.845,0.00935,0.000935,10,NA,1022.67041148166,4697
"13404","WICMH","WICMH_MD",38.2681,-75.7875,0.02375,0.00131944444444444,18,NA,10650.4899323517,5286
"13405","NANMH","NANMH_MD",38.3249,-75.902,0.0237,0.00215454545454545,11,NA,4821.21693041626,5286
"13406","CHOMH2","CHOMH2_MD",38.5675,-76.0437,0.0906,0.0151,6,NA,1135.44304270843,6631
"13408","CHSMH","CHSMH_MD",38.9851,-76.1965,0.0239,0.00398333333333333,6,NA,1505.68194443107,8553
"13409","CHSMH","CHSMH_MD",39.0026,-76.2547,0.0529,0.00480909090909091,11,NA,1517.28289727083,8549
"13410","CHSMH","CHSMH_MD",39.003,-76.1731,0.08555,0.00611071428571429,14,NA,741.876179002417,8638
"13412","CHSMH","CHSMH_MD",39.0133,-76.2525,0.00615,0.0015375,4,NA,761.797825018348,8633
"13413","CHSMH","CHSMH_MD",39.0304,-76.1988,0.0697,0.00633636363636364,11,NA,873.51492698645,8720
"13414","CHSMH","CHSMH_MD",39.0535,-76.1981,0.0915,0.0183,5,NA,1552.03415530012,8719
"13415","CHSMH","CHSMH_MD",39.0617,-76.1875,0.08005,0.01000625,8,NA,1095.75783477472,8803
"13416","CHSMH","CHSMH_MD",39.067,-76.1685,0.04445,0.004445,10,NA,319.820135278553,8804
"13417","CHSMH","CHSMH_MD",39.0753,-76.138,0.142,0.0118333333333333,12,NA,3112.97509614813,8804
"13418","CHSMH","CHSMH_MD",39.1245,-76.1857,0.14825,0.00988333333333333,15,NA,5890.00103817469,8803
"13419","CHSMH","CHSMH_MD",39.1248,-76.1052,1.648,0.126769230769231,13,NA,8690.42290450274,8804
"13420","CHSOH","CHSOH_MD",39.1816,-76.0562,5.7705,0.7213125,8,NA,16247.9975777971,8804
"13421","SASOH","SASOH_MD",39.3628,-75.8565,0.00205,0.000683333333333333,3,NA,14122.404083358,9550
"13422","SASOH","SASOH_MD",39.3806,-76.0653,0.1763,0.0195888888888889,9,NA,1407.9457599773,9460
"13423","ELKOH","ELKOH_MD",39.4407,-75.979,1.1262,0.160885714285714,7,NA,1286.11295101421,9880
"13424","ELKOH","ELKOH_MD",39.4433,-75.9953,0.8796,0.17592,5,NA,344.733458942694,9879
"13425","ELKOH","ELKOH_MD",39.5076,-75.905,0.00135,0.000675,2,NA,6094.58370943392,10215
"13427","CHSMH","CHSMH_MD",38.9897,-76.2146,0.00045,0.00015,3,NA,1371.03574229759,8552
"13428","CHOOH","CHOOH_MD",38.7868,-75.938,0.0068,0.0017,4,NA,23665.6180405717,6798
"13501","CB5MH","CB5MH_MD",37.9448,-76.2479,7e-04,0.00035,2,NA,809.680900351421,4333
"13502","TANMH","TANMH_MD",37.96,-76.0848,0.0191,0.00112352941176471,17,NA,967.996399917981,4349
"13503","TANMH","TANMH_MD",38.0148,-76.1055,0.0087,0.000511764705882353,17,NA,762.140522480161,4517
"13504","CB5MH","CB5MH_MD",38.0229,-76.1931,0.0812,0.00541333333333333,15,NA,1124.52987285146,4678
"13505","TANMH","TANMH_MD",38.0414,-75.9467,0.0721,0.00515,14,NA,1263.13906941437,4525
"13506","CB5MH","CB5MH_MD",38.0806,-76.1754,0.01735,0.00115666666666667,15,NA,293.289469412363,4850
"13508","FSBMH","FSBMH_MD",38.2273,-76.0107,0.0084,0.0012,7,NA,285.595682192488,5198
"13509","CB5MH","CB5MH_MD",38.2484,-76.3667,0.00425,0.0010625,4,NA,1061.71547054821,5594
"13510","CB5MH","CB5MH_MD",38.2507,-76.3753,0.01045,0.00174166666666667,6,NA,663.166281864625,5593
"13511","CB5MH","CB5MH_MD",38.2509,-76.3538,0.00455,0.00065,7,NA,1127.84122894287,5596
"13513","CB5MH","CB5MH_MD",38.2779,-76.3674,0.0045,0.001125,4,NA,634.289464655802,5680
"13515","CB4MH","CB4MH_MD",38.443,-76.323,0.0227,0.00252222222222222,9,NA,1058.49499272089,6195
"13516","CHOMH1","CHOMH1_MD",38.6515,-76.3116,0.00665,0.00133,5,NA,917.73326705154,7123
"13517","CB4MH","CB4MH_MD",38.6517,-76.4639,0.00225,0.001125,2,NA,347.672032381765,7192
"13518","CB4MH","CB4MH_MD",38.6599,-76.3911,0.00055,0.000275,2,NA,286.695417260222,7200
"13519","CHOMH1","CHOMH1_MD",38.6821,-76.259,0.05475,0.00782142857142857,7,NA,461.347597514108,7294
"13520","CHOMH1","CHOMH1_MD",38.7041,-76.2896,0.0353,0.00706,5,NA,1031.12843636293,7376
"13521","CHOMH1","CHOMH1_MD",38.7087,-76.2439,0.03775,0.00222058823529412,17,NA,685.092362861233,7463
"13522","CB4MH","CB4MH_MD",38.7442,-76.5538,0.014,0.00175,8,NA,952.913089965496,7519
"13523","CB4MH","CB4MH_MD",38.7465,-76.5497,0.01505,0.00215,7,NA,972.259861824838,7519
"13524","EASMH","EASMH_MD",38.8647,-76.1988,0.08465,0.00769545454545454,11,NA,1780.67907395577,8219
"13526","LCHMH","LCHMH_MD",38.5477,-76.2644,0.01785,0.00223125,8,NA,2499.02872591344,6537
"13527","CHOMH1","CHOMH1_MD",38.6336,-76.2788,0.0395,0.00359090909090909,11,NA,1261.17223828722,7125
"13528","TANMH","TANMH_MD",38.2036,-75.9112,0.0104,0.00104,10,NA,1335.40522045891,5032
"13529","TANMH","TANMH_MD",38.1419,-76.126,0.01345,0.00103461538461538,13,NA,619.920360096945,5023
"13601","CB3MH","CB3MH_MD",39.036,-76.3398,0,0,1,NA,1156.69882385855,8623
"13602","CB3MH","CB3MH_MD",39.0715,-76.3576,0.03635,0.003635,10,NA,1967.63692834964,8619
"13603","CB3MH","CB3MH_MD",39.0773,-76.2985,0.0015,0.000375,4,NA,512.886633428344,8709
"13604","CB3MH","CB3MH_MD",39.097,-76.3188,5e-05,5e-05,1,NA,1837.98847252887,8706
"13605","CB3MH","CB3MH_MD",39.1123,-76.3771,0.0243,0.0027,9,NA,1386.43509949111,8699
"13606","CB3MH","CB3MH_MD",39.124,-76.4201,0.2934,0.0266727272727273,11,NA,1080.61577158121,8694
"13607","CB3MH","CB3MH_MD",39.1272,-76.404,0.035,0.005,7,NA,1989.60726728366,8695
"13608","CB3MH","CB3MH_MD",39.1621,-76.347,0.0276,0.0069,4,NA,1658.68579631321,8866
"13609","CB3MH","CB3MH_MD",39.2044,-76.3373,0.1106,0.0100545454545455,11,NA,2023.30953024281,8948
"13611","CB3MH","CB3MH_MD",39.207,-76.3552,3.0769,0.30769,10,NA,2428.28946053247,8863
"13613","CB2OH","CB2OH_MD",39.2295,-76.3445,0.0639,0.0071,9,NA,124.245263612794,8946
"13614","CB2OH","CB2OH_MD",39.2727,-76.3348,4.7877,0.5984625,8,NA,587.967784503973,9028
"13616","CB2OH","CB2OH_MD",39.3837,-76.1224,0.5686,0.0812285714285714,7,NA,1682.28937356759,9455
"13617","CB2OH","CB2OH_MD",39.3842,-76.1095,0.39655,0.04956875,8,NA,908.717615522699,9456
"13618","CB1TF","CB1TF_MD",39.417,-76.0974,0.03145,0.00393125,8,NA,448.425704859326,9538
"13619","CB1TF","CB1TF_MD",39.4214,-76.0749,0.3435,0.0429375,8,NA,1211.6457960186,9623
"13620","CB1TF","CB1TF_MD",39.4397,-76.0119,0.04395,0.00549375,8,NA,459.869859894004,9794
"13621","CB1TF","CB1TF_MD",39.4451,-76.0414,1.09415,0.182358333333333,6,NA,743.220750136573,9707
"13622","CB1TF","CB1TF_MD",39.4672,-76.0141,0.02115,0.00235,9,NA,310.382932437752,9959
"13623","CB1TF","CB1TF_MD",39.4783,-76.0647,18.7369,1.56140833333333,12,NA,287.876450054279,9786
"13625","CB1TF","CB1TF_MD",39.5822,-76.0958,0.3713,0.123766666666667,3,NA,739.173916551861,10111
"13626","CB1TF","CB1TF_MD",39.5464,-76.0224,0.02265,0.003775,6,NA,1410.6184667417,10203
"13627","CB1TF","CB1TF_MD",39.4402,-76.0145,0.03375,0.0084375,4,NA,283.16357326809,9794
"13628","CB3MH","CB3MH_MD",39.1082,-76.3267,5e-05,5e-05,1,NA,1611.44002870401,8788
"13629","CB3MH","CB3MH_MD",39.0838,-76.2959,0.0057,0.001425,4,NA,1263.08062108007,8709
"13J01","JMSMH","JMSMH_VA",36.9403,-76.439,0.07,0.00777777777777778,9,NA,1625.92004360544,471
"13J02","JMSMH","JMSMH_VA",37.0157,-76.5022,0.055,0.00261904761904762,21,NA,1394.04788112718,630
"13J04","JMSPH","JMSPH_VA",36.9372,-76.3777,0.024,0.0016,15,NA,635.235705907365,559
"13J05","JMSMH","JMSMH_VA",37.0769,-76.5915,0.032,0.00457142857142857,7,NA,341.405730686207,622
"13J06","JMSTF","JMSTF_NATL",37.2464,-76.9603,0.039,0.0065,6,NA,1338.39096992216,597
"13J07","JMSTF","JMSTF_NATL",37.2403,-76.9632,0.025,0.00416666666666667,6,NA,755.418251426446,597
"13J08","JMSMH","JMSMH_VA",37.1108,-76.6173,0.256,0.0150588235294118,17,NA,604.456255324098,703
"13J09","JMSMH","JMSMH_VA",37.107,-76.6127,0.03,0.0025,12,NA,341.308622977765,703
"13J10","JMSMH","JMSMH_VA",37.0369,-76.5987,0.026,0.0026,10,NA,953.650206160161,540
"13J11","JMSTF","JMSTF_NATL",37.2452,-76.9702,0.044,0.00733333333333333,6,NA,1559.05312498843,597
"13J14","JMSOH","JMSOH_VA",37.207,-76.7024,0.049,0.00816666666666667,6,NA,90.8423614923022,945
"13J15","JMSPH","JMSPH_VA",36.9666,-76.3364,0.045,0.00225,20,NA,1607.59801474006,727
"13J16","JMSOH","JMSOH_VA",37.1829,-76.7492,0.026,0.00288888888888889,9,NA,978.222052651712,776
"13J17","JMSMH","JMSMH_VA",37.1485,-76.6551,0.065,0.00722222222222222,9,NA,551.708662433545,782
"13J18","JMSMH","JMSMH_VA",37.0588,-76.5302,0.028,0.00254545454545455,11,NA,1537.54162899962,626
"13J19","JMSPH","JMSPH_VA",36.9314,-76.3583,0.039,0.00354545454545455,11,NA,1204.65214699137,560
"13J20","JMSMH","JMSMH_VA",37.1665,-76.6578,0.037,0.004625,8,NA,755.707702057676,865
"13J21","JMSMH","JMSMH_VA",36.9549,-76.4471,0.05,0.00357142857142857,14,NA,1227.42483455555,553
"13J23","JMSMH","JMSMH_VA",36.9512,-76.4595,0.024,0.003,8,NA,1573.08389635279,469
"13J24","JMSOH","JMSOH_VA",37.1807,-76.6561,0.058,0.00828571428571429,7,NA,833.6167170412,865
"13J51","ELIPH","ELIPH_VA",36.8746,-76.3317,0.036,0.00276923076923077,13,NA,6702.19011035572,560
"13J52","JMSPH","JMSPH_VA",36.9989,-76.3416,0.063,0.003,21,NA,1410.3692664144,725
"13J53","CHKOH","CHKOH_VA",37.2657,-76.881,0.023,0.00209090909090909,11,NA,2834.41904730141,768
"13J54","APPTF","APPTF_VA",37.3107,-77.3037,0.037,0.0037,10,NA,31725.2459674286,597
"13J55","JMSOH","JMSOH_VA",37.182,-76.6958,3.841,0.3841,10,NA,831.42336856433,862
"13M01","TANMH","TANMH_VA",37.8646,-75.9189,0.04,0.00222222222222222,18,NA,1147.6173173397,3767
"13M02","CB5MH","CB5MH_VA",37.6945,-76.2712,0.011,0.00275,4,NA,227.924116603044,3150
"13M03","CB8PH","CB8PH_VA",36.9839,-76.0285,0.059,0.00310526315789474,19,NA,421.402040104481,1161
"13M04","CB7PH","CB7PH_VA",37.1043,-76.0826,0.06,0.00285714285714286,21,NA,818.526381560646,1744
"13M05","CB5MH","CB5MH_VA",37.7531,-76.0899,0.044,0.0020952380952381,21,NA,949.242363774889,3335
"13M06","CB7PH","CB7PH_VA",37.8196,-75.7892,0.061,0.00277272727272727,22,NA,900.270849872421,3518
"13M07","CB5MH","CB5MH_VA",37.8634,-76.0961,0.035,0.00159090909090909,22,NA,688.437822218131,3925
"13M09","CB7PH","CB7PH_VA",37.1928,-76.136,0.133,0.00443333333333333,30,NA,434.70154886763,1991
"13M10","CB7PH","CB7PH_VA",37.636,-75.9441,0.041,0.00195238095238095,21,NA,1686.33888990263,2923
"13M11","POCMH","POCMH_VA",37.9139,-75.7642,0.037,0.00308333333333333,12,NA,1599.38142145841,3856
"13M12","CB6PH","CB6PH_VA",37.117,-76.2233,0.055,0.00229166666666667,24,NA,610.359743312735,1568
"13M13","CB5MH","CB5MH_VA",37.8296,-76.2253,0.047,0.00235,20,NA,541.324039127789,3828
"13M14","CB7PH","CB7PH_VA",37.1183,-76.1067,0.067,0.00279166666666667,24,NA,478.234258660115,1743
"13M15","CB7PH","CB7PH_VA",37.3923,-76.0834,0.236,0.0157333333333333,15,NA,1416.92140510663,2411
"13M51","CB5MH","CB5MH_VA",37.7537,-76.2537,0.038,0.0019,20,NA,421.417532667609,3404
"13M52","CB7PH","CB7PH_VA",37.729,-75.8447,0.029,0.0018125,16,NA,1278.20300308496,3179
"13M53","CB5MH","CB5MH_VA",37.8805,-76.1457,0.038,0.00211111111111111,18,NA,463.645971498401,4005
"13M54","CB7PH","CB7PH_VA",37.5182,-76.055,0.052,0.00472727272727273,11,NA,1442.90309389557,2664
"13M55","CB7PH","CB7PH_VA",37.5761,-75.9889,0.046,0.00255555555555556,18,NA,1073.07046847337,2836
"13M56","CB7PH","CB7PH_VA",37.3275,-76.0212,0.033,0.00183333333333333,18,NA,826.886368439403,2331
"13M57","CB7PH","CB7PH_VA",37.069,-76.1216,0.11,0.00333333333333333,33,NA,856.575062337055,1492
"13M58","MOBPH","MOBPH_VA",37.3398,-76.3348,0.08,0.00333333333333333,24,NA,469.285354078398,2224
"13M59","CB6PH","CB6PH_VA",37.2542,-76.249,0.055,0.00458333333333333,12,NA,555.156370213711,2065
"13M60","PIAMH","PIAMH_VA",37.4866,-76.3465,0.022,0.0044,5,NA,4251.03168372857,2641
"13M61","MOBPH","MOBPH_VA",37.0939,-76.3467,0.058,0.00483333333333333,12,NA,5968.67434809938,1395
"13R01","RPPMH","RPPMH_VA",37.603,-76.4093,0.026,0.00216666666666667,12,NA,1183.67203853642,2803
"13R02","RPPMH","RPPMH_VA",37.6159,-76.4139,0.005,0.00166666666666667,3,NA,553.503762329943,2887
"13R03","RPPOH","RPPOH_VA",38.0544,-76.9804,0.026,0.00288888888888889,9,NA,15017.2807853318,4962
"13R04","RPPMH","RPPMH_VA",37.6248,-76.5197,0.013,0.00144444444444444,9,NA,271.072327333497,2879
"13R05","RPPMH","RPPMH_VA",37.8785,-76.7712,0.026,0.00288888888888889,9,NA,975.68355095399,4378
"13R06","RPPMH","RPPMH_VA",37.7126,-76.5633,0.013,0.00325,4,NA,884.725532662239,3212
"13R08","RPPMH","RPPMH_VA",37.6246,-76.4303,0.001,0.001,1,NA,553.999078493616,2886
"13R09","RPPMH","RPPMH_VA",37.8776,-76.7732,0.028,0.00466666666666667,6,NA,894.944543641385,4377
"13R10","CRRMH","CRRMH_VA",37.7445,-76.5164,0.044,0.00258823529411765,17,NA,5083.18839752609,3296
"13R11","RPPMH","RPPMH_VA",37.8079,-76.7017,0.016,0.00266666666666667,6,NA,862.886613499838,3877
"13R12","RPPMH","RPPMH_VA",37.841,-76.7534,0.033,0.00366666666666667,9,NA,787.500223880329,4126
"13R13","RPPMH","RPPMH_VA",37.6565,-76.55,0.001,0.001,1,NA,922.533592187456,2961
"13R14","RPPMH","RPPMH_VA",37.969,-76.8785,0.015,0.00136363636363636,11,NA,2101.88066141269,4962
"13R15","RPPMH","RPPMH_VA",37.708,-76.5947,0.033,0.0022,15,NA,1189.32405444213,3211
"13R16","RPPMH","RPPMH_VA",37.6302,-76.5443,0.025,0.00208333333333333,12,NA,832.750315264949,2878
"13R17","RPPMH","RPPMH_VA",37.5835,-76.3879,0.012,0.00133333333333333,9,NA,922.485126576644,2805
"13R19","RPPMH","RPPMH_VA",37.6497,-76.4765,0.009,0.00225,4,NA,375.32102248701,2966
"13R20","RPPTF","RPPTF_VA",38.101,-77.0407,0.04,0.005,8,NA,15409.6559021827,5974
"13R21","RPPMH","RPPMH_VA",37.6214,-76.4413,0.022,0.0022,10,NA,178.146990475986,2885
"13R22","RPPMH","RPPMH_VA",37.7609,-76.6019,0.026,0.00866666666666667,3,NA,258.525219255099,3546
"13R24","RPPMH","RPPMH_VA",37.9221,-76.7953,0.048,0.0048,10,NA,1073.54916985483,4629
"13R25","RPPMH","RPPMH_VA",37.6559,-76.5518,0.002,0.001,2,NA,843.99245711869,2961
"13R51","RPPMH","RPPMH_VA",37.7501,-76.6347,0.06,0.00333333333333333,18,NA,891.659965441433,3544
"13R52","RPPMH","RPPMH_VA",37.6347,-76.5221,0.002,0.002,1,NA,1164.52765175138,2879
"13R54","RPPTF","RPPTF_VA",38.1079,-77.0032,0.016,0.00266666666666667,6,NA,12807.0129497937,5974
"13Y01","YRKMH","YRKMH_VA",37.4411,-76.7223,0.032,0.0032,10,NA,980.671888183457,2282
"13Y02","YRKMH","YRKMH_VA",37.3379,-76.6276,0.044,0.00488888888888889,9,NA,1122.75888922828,2037
"13Y03","YRKMH","YRKMH_VA",37.3282,-76.6254,0.063,0.00525,12,NA,687.57028999364,1953
"13Y04","YRKMH","YRKMH_VA",37.3302,-76.607,0.07,0.00466666666666667,15,NA,1230.91433049379,1954
"13Y05","PMKOH","PMKOH_VA",37.5664,-76.8566,0.047,0.0047,10,NA,17315.9175652983,2282
"13Y06","YRKPH","YRKPH_VA",37.2366,-76.4797,0.092,0.00511111111111111,18,NA,880.27600249235,1713
"13Y07","YRKMH","YRKMH_VA",37.2988,-76.6098,0.096,0.00564705882352941,17,NA,210.243851930924,1871
"13Y08","YRKMH","YRKMH_VA",37.3406,-76.619,0.113,0.00664705882352941,17,NA,855.248912965064,2037
"13Y09","YRKPH","YRKPH_VA",37.2905,-76.5465,0.049,0.00288235294117647,17,NA,874.953489942382,1875
"13Y11","YRKMH","YRKMH_VA",37.3815,-76.6747,0.034,0.0034,10,NA,809.36766669101,2118
"13Y12","YRKMH","YRKMH_VA",37.3923,-76.6677,0.024,0.00342857142857143,7,NA,1117.27319634585,2118
"13Y13","YRKMH","YRKMH_VA",37.3421,-76.646,0.062,0.00476923076923077,13,NA,1154.6253295159,2036
"13Y15","YRKMH","YRKMH_VA",37.5038,-76.7822,0.031,0.0019375,16,NA,7769.47951608619,2282
"13Y16","YRKMH","YRKMH_VA",37.5113,-76.803,0.045,0.0045,10,NA,9602.12255958497,2282
"13Y17","MPNOH","MPNOH_VA",37.5907,-76.8017,0.017,0.0085,2,NA,17060.7198180025,2282
"13Y19","YRKPH","YRKPH_VA",37.2772,-76.5558,0.066,0.0055,12,NA,905.168063399587,1875
"13Y20","YRKPH","YRKPH_VA",37.2451,-76.4907,0.032,0.00177777777777778,18,NA,625.848002494379,1796
"13Y22","YRKPH","YRKPH_VA",37.2339,-76.4804,0.058,0.003625,16,NA,702.500148383406,1713
"13Y23","YRKPH","YRKPH_VA",37.2352,-76.4583,0.025,0.00277777777777778,9,NA,540.97174552771,1799
"13Y24","YRKMH","YRKMH_VA",37.4626,-76.7297,0.04,0.00333333333333333,12,NA,1565.1836856845,2282
"13Y25","YRKMH","YRKMH_VA",37.4563,-76.6659,0.141,0.00783333333333333,18,NA,3815.76422116035,2283
"13Y26","PMKOH","PMKOH_VA",37.5398,-76.8116,0.04,0.004,10,NA,12525.296975517,2282
"13Y27","YRKMH","YRKMH_VA",37.4378,-76.7374,0.034,0.00283333333333333,12,NA,1440.25186349175,2282
"13Y28","YRKPH","YRKPH_VA",37.2974,-76.5465,0.078,0.00557142857142857,14,NA,1501.03887859779,1875
"14101","POTMH","POTMH_MD",37.9755,-76.3286,0,0,1,NA,958.719997282286,4579
"14102","POTMH","POTMH_MD",37.9923,-76.4281,0.02095,0.00161153846153846,13,NA,861.153984880955,4655
"14103","POTMH","POTMH_MD",38.017,-76.4625,0.0098,0.000753846153846154,13,NA,495.17905049543,4820
"14104","POTMH","POTMH_MD",38.0186,-76.3629,0,0,1,NA,109.084358917441,4745
"14105","POTMH","POTMH_MD",38.0657,-76.3947,0.00015,7.5e-05,2,NA,996.210820226628,4912
"14106","POTMH","POTMH_MD",38.0702,-76.4394,0,0,1,NA,126.906378847473,4992
"14107","POTMH","POTMH_MD",38.0778,-76.5234,0,0,1,NA,667.677239788551,5069
"14108","POTMH","POTMH_MD",38.0944,-76.4762,0,0,1,NA,1216.60807104863,5074
"14109","POTMH","POTMH_MD",38.1041,-76.5299,0,0,1,NA,1241.45242717798,5154
"14110","POTMH","POTMH_MD",38.1255,-76.4358,0,0,1,NA,976.928658784774,5162
"14111","POTMH","POTMH_MD",38.143,-76.5977,0,0,1,NA,563.168451068903,5401
"14112","POTMH","POTMH_MD",38.2231,-76.8134,0,0,1,NA,462.769072489008,5895
"14113","POTMH","POTMH_MD",38.2237,-76.6985,0,0,1,NA,777.191462363646,5733
"14114","POTMH","POTMH_MD",38.2382,-76.6915,0,0,1,NA,2026.08795465263,5734
"14115","POTOH","POTOH_VA2",38.3805,-77.0701,2.8334,0.157411111111111,18,NA,1856.64169873504,6645
"14116","POTOH","POTOH_VA2",38.3856,-77.2755,2.34705,0.1955875,12,NA,1037.33944845223,6808
"14118","POTOH","POTOH_VA2",38.3943,-77.2906,2.4,0.266666666666667,9,NA,1548.0838075815,6808
"14119","POTOH","POTOH_VA2",38.4206,-77.2864,0.61185,0.07648125,8,NA,1934.09229151475,6892
"14120","POTOH","POTOH_VA2",38.4252,-77.0427,1.2068,0.100566666666667,12,NA,1940.10074307924,6647
"14123","POTTF","POTTF_MD",38.5891,-77.2025,0.54445,0.0907416666666667,6,NA,21286.1840882064,6892
"14124","POTTF","POTTF_MD",38.6227,-77.1721,0.0257,0.00428333333333333,6,NA,25805.8082014609,6892
"14125","POTTF","POTTF_MD",38.6842,-77.115,4.05265,0.337720833333333,12,NA,31292.5960349337,6647
"14126","POTMH","POTMH_MD",38.215,-76.852,0,0,1,NA,428.596270571594,5893
"14128","POTMH","POTMH_MD",38.2274,-76.6835,0.0212,0.00353333333333333,6,NA,656.435767784379,5734
"14129","POTMH","POTMH_MD",38.0219,-76.4147,0,0,1,NA,972.16825366582,4825
"14201","PAXMH","PAXMH_MD",38.3239,-76.474,0.0446,0.00234736842105263,19,NA,839.746385812595,5923
"14202","PAXMH","PAXMH_MD",38.3458,-76.4893,1.73215,0.144345833333333,12,NA,587.156072406027,6006
"14203","PAXMH","PAXMH_MD",38.3462,-76.4772,0.05145,0.0042875,12,NA,824.427164852739,6007
"14204","PAXMH","PAXMH_MD",38.3485,-76.486,0.0103,0.00206,5,NA,405.092731728459,6006
"14205","PAXMH","PAXMH_MD",38.3571,-76.4786,0.04975,0.003109375,16,NA,421.145573425249,6007
"14206","PAXMH","PAXMH_MD",38.3633,-76.5077,0.01665,0.00185,9,NA,860.006569054415,6089
"14208","PAXMH","PAXMH_MD",38.4142,-76.5604,0.0493,0.00547777777777778,9,NA,827.184585315214,6254
"14209","PAXMH","PAXMH_MD",38.4173,-76.5967,0.0125,0.0025,5,NA,701.704397479032,6335
"14210","PAXMH","PAXMH_MD",38.4195,-76.6096,0.0099,0.00141428571428571,7,NA,304.623152992771,6334
"14211","PAXMH","PAXMH_MD",38.4213,-76.6098,0.0131,0.00262,5,NA,281.520006846733,6334
"14212","PAXMH","PAXMH_MD",38.4518,-76.6304,0.00085,0.000425,2,NA,1279.95111681061,6417
"14213","PAXMH","PAXMH_MD",38.4722,-76.6513,0.0027,0.00054,5,NA,1921.72447421433,6501
"14214","PAXMH","PAXMH_MD",38.4856,-76.6605,0.015,0.00375,4,NA,3479.77657493701,6501
"14215","PAXMH","PAXMH_MD",38.4934,-76.6544,0.0198,0.00198,10,NA,3845.52461083732,6501
"14216","PAXMH","PAXMH_MD",38.4939,-76.6629,0.0154,0.0022,7,NA,4309.07750110994,6501
"14217","PAXMH","PAXMH_MD",38.4976,-76.6837,0.03625,0.00453125,8,NA,5873.17960059216,6501
"14218","PAXMH","PAXMH_MD",38.5042,-76.674,0.0131,0.00436666666666667,3,NA,5806.69476819414,6501
"14219","PAXMH","PAXMH_MD",38.5297,-76.6566,0.1633,0.0136083333333333,12,NA,7656.50227453181,6501
"14220","PAXMH","PAXMH_MD",38.5372,-76.6709,0.0127,0.00254,5,NA,8854.68216691677,6501
"14221","PAXMH","PAXMH_MD",38.5392,-76.6749,0.0094,0.00188,5,NA,9195.71230445845,6501
