"STATION","Stratum","SAMPLE_DATE","Year","LATITUDE","LONGITUDE","Depth","Depth_cell","Distance_km","CellID"
"03J01","JAM","1996-08-14",1996,36.975,-76.3361,17,11,0.721252196385801,727
"03J02","JAM","1996-08-14",1996,37.0022,-76.3594,4,2.88193106651306,0.830735008588401,724
"03J04","JAM","1996-08-14",1996,36.9625,-76.4217,8,8,0.891273332501144,555
"03J05","JAM","1996-08-14",1996,36.9361,-76.4239,5,8.11779117584229,1.7459156921566,556
"03J06","JAM","1996-08-14",1996,36.9786,-76.4431,19,3.77410078048706,1.31768025689159,552
"03J07","JAM","1996-08-14",1996,36.9531,-76.4442,4,7,1.2211168219225,554
"03J08","JAM","1996-08-14",1996,36.9592,-76.4658,3,3.77410078048706,1.66403325878486,552
"03J09","JAM","1996-08-14",1996,36.9353,-76.4797,2,2.79999995231628,0.948014107901307,469
"03J11","JAM","1996-08-14",1996,36.9889,-76.5181,2,2.58810210227966,1.45984069035757,547
"03J12","JAM","1996-08-14",1996,37.0511,-76.5431,4,2.78245115280151,0.107191255043219,626
"03J14","JAM","1996-08-14",1996,37.075,-76.6333,2,2.69776082038879,1.04926182617494,536
"03J15","JAM","1996-08-06",1996,37.1239,-76.6333,1,3.57846617698669,0.408035571794976,701
"03J16","JAM","1996-08-06",1996,37.1939,-76.645,4,4.75601816177368,0.723970873859441,1033
"03J18","JAM","1996-08-08",1996,37.1689,-76.7228,2,2.5,1.08294024262468,694
"03J19","JAM","1996-08-08",1996,37.1867,-76.7256,3,3.12030291557312,0.696235883337673,777
"03J20","JAM","1996-08-06",1996,37.2025,-76.7369,3,2.87478137016296,0.832339899733142,860
"03J21","JAM","1996-08-06",1996,37.1928,-76.7389,4,3.58308362960815,0.710328229345043,776
"03J22","JAM","1996-08-08",1996,37.2267,-76.8286,3,5,1.0465354209318,771
"03J24","JAM","1996-08-08",1996,37.2217,-76.8792,4,4.02058410644531,0.797855526890466,685
"03J25","JAM","1996-08-08",1996,37.25,-76.9753,3,2.5,2.25796652026195,597
"03M01","VBY","1996-09-26",1996,36.9339,-76.1375,9,4,1.22532084087053,823
"03M02","VBY","1996-09-26",1996,36.9567,-76.1539,7,7.38935375213623,0.987318797564919,905
"03M03","VBY","1996-09-26",1996,36.9881,-76.1867,9,7.75017929077148,1.11966990608115,903
"03M05","VBY","1996-09-26",1996,37.19,-76.0719,9,9.19159889221191,1.05101929922784,1995
"03M06","VBY","1996-09-26",1996,37.1958,-76.1856,10,9.61176013946533,1.47555117037646,1903
"03M07","VBY","1996-09-26",1996,37.2361,-76.1092,13,12.1643762588501,1.38832190092131,2076
"03M09","VBY","1996-09-23",1996,37.3681,-76.2033,7,4.30000019073486,1.24081302381577,2317
"03M10","VBY","1996-09-25",1996,37.3711,-76.0925,17,14.4976015090942,1.1506839669469,2410
"03M11","VBY","1996-09-23",1996,37.4178,-76.1358,13,11.6598043441772,1.21432406505962,2490
"03M12","VBY","1996-09-25",1996,37.4428,-76.0356,13,9,2.12462755107157,2582
"03M13","VBY","1996-09-23",1996,37.4436,-76.155,10,10.2785673141479,1.39402522873183,2488
"03M14","VBY","1996-09-25",1996,37.4936,-76.1261,10,11.3574771881104,1.75437670826252,2658
"03M15","VBY","1996-09-25",1996,37.5339,-76.0686,13,12.4993877410889,1.32573255119213,2747
"03M17","VBY","1996-09-25",1996,37.5564,-76.1294,11,11.8718843460083,0.98296386905197,2742
"03M18","VBY","1996-09-24",1996,37.6169,-76.2411,6,6.76267433166504,0.226132456549393,2900
"03M19","VBY","1996-09-25",1996,37.6442,-76.145,14,12.2549018859863,0.368776437289166,2993
"03M20","VBY","1996-09-24",1996,37.645,-76.1906,11,12.1373653411865,0.336087260640933,2989
"03M21","VBY","1996-09-25",1996,37.6644,-76.0892,11,11.3420066833496,1.28436670410534,3082
"03M22","VBY","1996-09-24",1996,37.6689,-76.22,11,11.7644319534302,0.390004890525011,3070
"03M23","VBY","1996-09-24",1996,37.7069,-76.1144,9,8.02616024017334,0.844894688126429,3164
"03M24","VBY","1996-09-24",1996,37.7897,-76.1811,32,31.7905902862549,0.343973361743398,3580
"03M25","VBY","1996-09-24",1996,37.8336,-76.2378,4,4,0.276855042559846,3827
"03M27","VBY","1996-09-25",1996,37.8564,-76.1533,20,24.3999996185303,0.38512158549618,3920
"03M28","VBY","1996-09-25",1996,37.8406,-76.1117,10,11.1141939163208,0.968151803857598,3840
"03M29","VBY","1996-09-25",1996,37.85,-76.1022,11,10.7771759033203,0.505762325549948,3841
"03R01","RAP","1996-08-12",1996,37.5997,-76.4022,3,7,0.837894655675506,2804
"03R02","RAP","1996-08-12",1996,37.6092,-76.4031,5,10,1.29522576795261,2888
"03R04","RAP","1996-08-12",1996,37.6425,-76.4406,18,5,0.453593040412902,2969
"03R06","RAP","1996-08-12",1996,37.6197,-76.4872,6,7.07525300979614,0.702673380921414,2881
"03R08","RAP","1996-08-12",1996,37.6531,-76.5231,2,6,0.629829698745848,2963
"03R09","RAP","1996-08-12",1996,37.6419,-76.5392,16,8,0.723806359461827,2962
"03R10","RAP","1996-08-12",1996,37.6578,-76.5558,11,7.1644287109375,1.11566374319579,2961
"03R11","RAP","1996-08-12",1996,37.6839,-76.5775,3,3.5,0.610396940705602,3127
"03R12","RAP","1996-08-12",1996,37.6975,-76.5658,9,7.5,0.813170051534862,3212
"03R13","RAP","1996-08-12",1996,37.7214,-76.5675,16,7,0.209470502846509,3296
"03R14","RAP","1996-08-12",1996,37.7542,-76.5878,2,4.084228515625,0.862994374273191,3463
"03R15","RAP","1996-08-12",1996,37.7772,-76.6103,2,3.44538593292236,0.883232086486457,3629
"03R16","RAP","1996-08-12",1996,37.7783,-76.6328,4,3,0.512007086519316,3712
"03R17","RAP","1996-08-12",1996,37.7931,-76.6486,3,3.79999995231628,0.546421298010942,3795
"03R18","RAP","1996-08-12",1996,37.7631,-76.6525,3,2.69561767578125,0.662247579572078,3543
"03R20","RAP","1996-08-12",1996,37.815,-76.6881,3,4,0.627851099611635,3961
"03R21","RAP","1996-08-12",1996,37.8136,-76.7075,3,5,0.695332768456698,3960
"03R22","RAP","1996-08-12",1996,37.8117,-76.7039,6,4,0.853121640921452,3961
"03R23","RAP","1996-08-12",1996,37.8264,-76.7219,3,2.57669687271118,0.513854419691325,4044
"03R24","RAP","1996-08-29",1996,37.9064,-76.8083,4,4.29651069641113,0.54228820525924,4628
"03R25","RAP","1996-08-29",1996,37.9556,-76.8703,2,2.5,1.30686870549496,4962
"03R26","RAP","1996-08-29",1996,37.9739,-76.8753,1,2.5,2.17242038641433,4962
"03Y01","YRK","1996-08-13",1996,37.2528,-76.3689,13,4.62863445281982,0.586643289983918,1972
"03Y02","YRK","1996-08-13",1996,37.26,-76.375,18,4.62863445281982,0.719825594960697,1972
"03Y03","YRK","1996-08-13",1996,37.2556,-76.4136,10,5,0.961869237591946,1885
"03Y04","YRK","1996-08-13",1996,37.2392,-76.435,13,9,0.708771992257943,1800
"03Y05","YRK","1996-08-13",1996,37.2547,-76.4711,2,7,1.2736089400943,1797
"03Y06","YRK","1996-08-13",1996,37.2361,-76.4964,17,8,0.461901398560447,1712
"03Y07","YRK","1996-08-13",1996,37.2392,-76.5042,5,8,0.383271961263888,1712
"03Y08","YRK","1996-08-13",1996,37.2511,-76.5181,6,5.5,0.806531118034826,1794
"03Y09","YRK","1996-08-13",1996,37.2614,-76.5367,14,5,0.170980052986412,1793
"03Y10","YRK","1996-08-13",1996,37.2703,-76.5433,3,4,0.678722670763729,1792
"03Y11","YRK","1996-08-13",1996,37.2931,-76.5703,10,6,0.51967549436462,1874
"03Y12","YRK","1996-08-13",1996,37.3028,-76.5939,8,4,0.707944545680859,1872
"03Y13","YRK","1996-08-13",1996,37.3142,-76.5886,2,3.5,0.164460287737912,1956
"03Y15","YRK","1996-08-13",1996,37.3583,-76.6286,10,3,1.27054103520167,2036
"03Y16","YRK","1996-08-13",1996,37.3903,-76.66,8,4,1.01137488468619,2118
"03Y17","YRK","1996-08-13",1996,37.3917,-76.6689,4,4,1.07530344744658,2118
"03Y18","YRK","1996-08-13",1996,37.4094,-76.6694,1,3.5,0.534201722135089,2201
"03Y19","YRK","1996-08-13",1996,37.4172,-76.7044,5,3.79999995231628,0.876699261611493,2200
"03Y20","YRK","1996-08-13",1996,37.4306,-76.7081,5,3.29999995231628,1.44807957304053,2199
"03Y24","YRK","1996-08-13",1996,37.4775,-76.7447,7,3,3.52714274333694,2282
"03Y25","YRK","1996-08-13",1996,37.5103,-76.7717,2,3,7.85712243899804,2282
"03Y26","YRK","1996-08-13",1996,37.5222,-76.7892,0,3,9.79115535448701,2282
"04J01","JAM","1997-08-25",1997,36.9564,-76.2847,3,4,1.54800289873324,730
"04J02","JAM","1997-08-25",1997,37.0058,-76.3378,2.6,4,1.29652775202073,810
"04J03","JAM","1997-08-25",1997,36.9803,-76.3708,3.6,4.88105726242065,1.48176165150472,641
"04J05","JAM","1997-08-25",1997,36.9178,-76.4211,2.7,4,0.609350841625841,474
"04J06","JAM","1997-08-25",1997,36.9203,-76.4217,2.6,3.90967488288879,0.879895399640849,473
"04J07","JAM","1997-08-25",1997,36.9875,-76.4561,9.8,3,1.4369001312463,551
"04J08","JAM","1997-08-25",1997,36.8861,-76.46,1.2,3,0.786007223922396,389
"04J09","JAM","1997-08-25",1997,36.9019,-76.4764,4.8,3,0.431642137090463,388
"04J10","JAM","1997-08-25",1997,36.9997,-76.4761,8.4,2.5,1.59464718557602,549
"04J11","JAM","1997-08-25",1997,36.9669,-76.4806,1.6,3,1.75044168884612,551
"04J14","JAM","1997-08-25",1997,36.9978,-76.5256,2.3,2.5084400177002,1.00118806266373,546
"04J15","JAM","1997-08-25",1997,37.0508,-76.5572,8.7,2.70044589042664,0.630124439711559,625
"04J16","JAM","1997-08-25",1997,37.0697,-76.5606,1.8,2.5,1.06629943398047,624
"04J17","JAM","1997-08-25",1997,37.0556,-76.5603,9,2.70044589042664,0.38239616144279,625
"04J19","JAM","1997-09-09",1997,37.1583,-76.6231,2,3,0.323155611080315,868
"04J20","JAM","1997-09-09",1997,37.19,-76.625,2,4.99272680282593,1.23359840411145,950
"04J22","JAM","1997-09-09",1997,37.0847,-76.6336,5.3,3.65170097351074,0.848587516560993,619
"04J23","JAM","1997-09-09",1997,37.1106,-76.6483,4.3,2.5,0.969188796216243,617
"04J24","JAM","1997-08-21",1997,37.2144,-76.7228,2.5,2.5,0.418653939468035,944
"04J25","JAM","1997-08-21",1997,37.1839,-76.7425,6,3.58308362960815,0.410791010830646,776
"04J26","JAM","1997-08-21",1997,37.2417,-76.8144,3.5,3.24083733558655,1.10260994607404,855
"04J27","JAM","1997-08-21",1997,37.2417,-76.9031,2.5,2.5,1.05512941146362,683
"04J28","JAM","1997-08-21",1997,37.2206,-76.9111,1.1,4,0.832906094110338,599
"04J29","JAM","1997-08-21",1997,37.2175,-76.9175,7.5,4,0.352236008011063,599
"04M01","VBY","1997-08-11",1997,37.1417,-76.0392,7,7.3554310798645,0.868021332524894,1914
"04M02","VBY","1997-08-04",1997,37.15,-76.2036,11.3,10.8085622787476,0.721234620442475,1736
"04M03","VBY","1997-08-04",1997,37.155,-76.1914,11,10.3211708068848,0.652281521505707,1820
"04M05","VBY","1997-08-04",1997,37.2142,-76.3508,7.9,6.660569190979,0.82655666937643,1807
"04M06","VBY","1997-08-11",1997,37.2306,-76.1186,12.5,11.4053955078125,0.553000520665468,2075
"04M07","VBY","1997-08-04",1997,37.2825,-76.3261,4.9,2.5,0.693837214008759,2058
"04M08","VBY","1997-08-04",1997,37.2928,-76.0683,9.1,15,0.305648374188365,2245
"04M09","VBY","1997-08-04",1997,37.3106,-76.3031,5.8,5.19999980926514,0.802035264894988,2143
"04M11","VBY","1997-08-04",1997,37.3539,-76.21,8.8,4.30000019073486,0.490420402678805,2317
"04M12","VBY","1997-08-04",1997,37.3758,-76.2428,8.8,3,1.29730730146248,2314
"04M13","VBY","1997-08-11",1997,37.3856,-76.0325,10.7,14.1227550506592,1.38813379031699,2414
"04M14","VBY","1997-08-04",1997,37.4028,-76.2175,3.6,4.10235500335693,0.62193444155349,2400
"04M15","VBY","1997-08-11",1997,37.4039,-76.0394,13.7,12.7027645111084,1.63986237228729,2498
"04M16","VBY","1997-08-11",1997,37.4331,-76.0964,27.1,13.4394016265869,0.963671157651748,2493
"04M17","VBY","1997-08-11",1997,37.4986,-76.1833,10.7,10.0047941207886,1.62442508362976,2653
"04M18","VBY","1997-08-11",1997,37.5203,-76.1647,11.3,10.7204303741455,0.990371722430803,2655
"04M19","VBY","1997-08-11",1997,37.5217,-76.2744,5.5,3.77379941940308,0.38648231352176,2646
"04M20","VBY","1997-08-11",1997,37.5967,-76.0594,14.9,13.2465333938599,1.51021745023819,2832
"04M21","VBY","1997-08-11",1997,37.6539,-76.0522,13.7,12.6052265167236,0.524429623509572,3001
"04M22","VBY","1997-08-12",1997,37.6656,-76.0972,11.9,11.081729888916,1.16163969944598,3081
"04M23","VBY","1997-08-11",1997,37.6897,-75.9339,5.8,5.87725210189819,0.537185104987718,3092
"04M24","VBY","1997-08-12",1997,37.7925,-76.1744,22.6,31.7905902862549,0.339815654908362,3580
"04M25","VBY","1997-08-12",1997,37.8594,-76.0169,2.4,3.58468151092529,0.74205878986461,3846
"04M26","VBY","1997-08-12",1997,37.8753,-76.195,9.4,8.60208415985107,0.576929911853873,4000
"04M30","VBY","1997-08-12",1997,37.9256,-76.1519,21.9,23.7419395446777,1.11855949145703,4174
"04R01","RAP","1997-08-28",1997,37.5972,-76.3672,12.5,8,0.843625978144137,2806
"04R02","RAP","1997-08-28",1997,37.6172,-76.4158,9.5,10,0.49659954258824,2887
"04R04","RAP","1997-08-28",1997,37.6442,-76.4214,8,5,1.52652889474645,2969
"04R05","RAP","1997-08-28",1997,37.6428,-76.4583,23,4.40000009536743,0.697209778363695,2968
"04R06","RAP","1997-08-28",1997,37.6261,-76.4664,8,6.0604453086853,0.420349929652603,2883
"04R07","RAP","1997-08-28",1997,37.6597,-76.4836,6,6.17421340942383,1.48856997383631,2966
"04R08","RAP","1997-08-28",1997,37.6317,-76.5261,9,5.8697657585144,0.883533063935018,2879
"04R10","RAP","1997-08-28",1997,37.685,-76.5603,11.5,6.49974346160889,0.580572178650221,3128
"04R11","RAP","1997-08-28",1997,37.7247,-76.5614,3.3,7,0.593721653664411,3296
"04R12","RAP","1997-08-28",1997,37.7008,-76.5775,5,4.19999980926514,0.573753605662278,3211
"04R13","RAP","1997-08-28",1997,37.7286,-76.5944,8,5.07790517807007,0.692647058894893,3378
"04R15","RAP","1997-08-28",1997,37.7578,-76.6061,9,4.79033613204956,0.646956326685228,3546
"04R16","RAP","1997-08-28",1997,37.7825,-76.6317,4,3,0.340306188014244,3712
"04R17","RAP","1997-08-28",1997,37.7633,-76.6594,4,4.85167264938354,0.810223114733338,3627
"04R20","RAP","1997-09-18",1997,37.8058,-76.6992,6.8,5.01927423477173,0.542987252870361,3877
"04R21","RAP","1997-09-18",1997,37.8031,-76.7022,3.3,5.01927423477173,0.671931624798013,3877
"04R22","RAP","1997-09-18",1997,37.8139,-76.7194,5.3,5,0.360419350547446,3960
"04R23","RAP","1997-09-18",1997,37.8264,-76.7406,4.5,2.85099935531616,0.460877201524936,4043
"04R24","RAP","1997-09-18",1997,37.8419,-76.7375,3,4.95794153213501,0.551872083489559,4127
"04R25","RAP","1997-09-17",1997,37.8672,-76.7672,7,5.10394382476807,0.95376824478688,4294
"04R26","RAP","1997-09-17",1997,37.9167,-76.8375,1.5,4,0.656199468502776,4710
"04R27","RAP","1997-09-17",1997,37.9464,-76.8589,3.5,3.18826293945312,0.596470390059268,4878
"04R28","RAP","1997-09-17",1997,37.9503,-76.8622,3.5,3.18826293945312,1.0062679142636,4878
"04R29","RAP","1997-09-17",1997,37.9939,-76.9025,3.5,2.5,5.433890038642,4962
"04Y01","YRK","1997-08-26",1997,37.2281,-76.4553,1.9,7,0.677491771378941,1715
"04Y02","YRK","1997-08-26",1997,37.2336,-76.4594,14.3,8.89999961853027,0.730517155506542,1799
"04Y03","YRK","1997-08-26",1997,37.2544,-76.4886,3.9,6,0.691087879515308,1796
"04Y04","YRK","1997-08-26",1997,37.2533,-76.5044,3.6,4.5,0.303886918860221,1795
"04Y05","YRK","1997-08-26",1997,37.2553,-76.5239,10.4,5.5,0.370112909793915,1794
"04Y06","YRK","1997-08-26",1997,37.2558,-76.5306,13.7,5,0.766293899579708,1793
"04Y07","YRK","1997-08-26",1997,37.2614,-76.5372,13.7,5,0.214032864506388,1793
"04Y08","YRK","1997-08-26",1997,37.2814,-76.5467,16.5,4.5,0.579937232712788,1876
"04Y09","YRK","1997-08-26",1997,37.2839,-76.5806,1.8,5.5,0.986612361679917,1873
"04Y10","YRK","1997-08-26",1997,37.3114,-76.5869,6.1,3.5,0.391412963656266,1956
"04Y12","YRK","1997-08-26",1997,37.3458,-76.6053,3.6,5,0.302621404491791,2038
"04Y13","YRK","1997-08-26",1997,37.3206,-76.625,2.7,4,0.736532256501155,1954
"04Y14","YRK","1997-08-26",1997,37.3706,-76.6517,3.4,5,0.950563985918014,2119
"04Y15","YRK","1997-08-26",1997,37.4053,-76.6678,3.4,3.5,0.911464133943231,2201
"04Y16","YRK","1997-08-26",1997,37.3892,-76.6769,3.6,3.5,0.743804797050102,2117
"04Y17","YRK","1997-08-26",1997,37.3886,-76.6769,3.6,3.5,0.718559486685522,2117
"04Y19","YRK","1997-08-26",1997,37.4439,-76.7319,3.6,3,0.607206340571991,2282
"04Y21","YRK","1997-08-26",1997,37.4597,-76.7444,3.6,3,1.88934407303225,2282
"04Y22","YRK","1997-09-16",1997,37.5089,-76.7864,5,3,8.4444285217304,2282
"04Y23","YRK","1997-09-16",1997,37.5106,-76.7892,4.5,3,8.74523712590919,2282
"05J04","JAM","1998-07-23",1998,36.9771,-76.3147,3,8.23434829711914,0.601560099734735,728
"05J05","JAM","1998-09-25",1998,36.9831,-76.6226,3,3.60987687110901,7.06187696914356,541
"05J06","JAM","1998-07-23",1998,36.9874,-76.3309,17,11,0.754011060886804,727
"05J07","JAM","1998-09-25",1998,36.9898,-76.6221,3,3.60987687110901,6.43176285043231,541
"05J08","JAM","1998-07-23",1998,37.053,-76.6626,2,2.5,2.43438580140531,535
"05J09","JAM","1998-07-23",1998,37.0692,-76.5343,2,2.5,0.796219477689254,709
"05J10","JAM","1998-07-23",1998,37.0764,-76.5291,0,2.5,0.677019660943266,709
"05J11","JAM","1998-08-21",1998,37.17,-76.7372,3,2.5,0.545771563246192,693
"05J12","JAM","1998-08-21",1998,37.1744,-76.6998,1,2.73207640647888,0.922972653977822,778
"05J13","JAM","1998-07-23",1998,37.186,-76.6281,2,4.99272680282593,0.725043442951823,950
"05J14","JAM","1998-08-21",1998,37.2119,-76.6834,7,6,0.29518534079104,1030
"05J15","JAM","1998-08-21",1998,37.2127,-76.8198,3,5,0.705418801371044,771
"05J16","JAM","1998-08-21",1998,37.2253,-76.8489,3,3.00165390968323,0.695471396776085,770
"05J17","JAM","1998-08-21",1998,37.227,-76.916,5,4,0.903969832552076,599
"05J18","JAM","1998-08-21",1998,37.2371,-76.8764,3,3,0.48933400828476,768
"05J19","JAM","1998-08-21",1998,37.2374,-76.9623,10,2.5,0.445443351328385,597
"05J20","JAM","1998-08-21",1998,37.273,-77.0591,5,2.5,9.8615721929889,597
"05J21","JAM","1998-08-21",1998,37.2752,-76.9873,9,2.5,5.17950150427546,597
"05J26","JAM","1998-07-23",1998,37.0196,-76.526,5,2.56707048416138,1.01220268464587,545
"05J27","JAM","1998-08-21",1998,37.1656,-76.7367,3,2.5,0.102200739793889,693
"05J28","JAM","1998-07-23",1998,37.0995,-76.6512,2,2.5,0.369602886195857,617
"05J29","JAM","1998-07-23",1998,36.9767,-76.3389,17,11,0.744669939133573,727
"05M01","VBY","1998-08-06",1998,37.0079,-76.1315,6.7,7.91711711883545,0.603350490549619,1073
"05M02","VBY","1998-09-16",1998,37.0501,-76.2801,3,3.44946813583374,0.949422721452485,979
"05M03","VBY","1998-08-06",1998,37.083,-75.9894,15,4.798668384552,1.16390745399158,1748
"05M04","VBY","1998-08-06",1998,37.1788,-75.9976,3,7.53440952301025,2.08919058911154,1999
"05M05","VBY","1998-08-06",1998,37.2756,-76.1061,23,14.7306480407715,1.66911022836323,2159
"05M07","VBY","1998-08-06",1998,37.3087,-76.0467,7,9.14143466949463,2.22211149848214,2246
"05M08","VBY","1998-09-22",1998,37.3292,-76.4506,1,4,4.09569812358631,2216
"05M09","VBY","1998-09-22",1998,37.3954,-76.3273,1,4.73294830322266,5.6987417570121,2223
"05M10","VBY","1998-08-05",1998,37.4237,-76.1978,8,7.39318609237671,1.34697897273016,2485
"05M12","VBY","1998-08-05",1998,37.456,-76.039,14,15,0.784456880529211,2581
"05M13","VBY","1998-08-05",1998,37.5308,-76.1828,10,10.0047941207886,1.98486041326928,2653
"05M14","VBY","1998-08-05",1998,37.5384,-75.9822,5,5.73743534088135,0.775492226079653,2753
"05M15","VBY","1998-08-05",1998,37.6658,-76.2401,11,11.3131313323975,0.741250776705076,3069
"05M16","VBY","1998-08-05",1998,37.7293,-75.8862,7,5,1.29999823677266,3178
"05M18","VBY","1998-08-04",1998,37.7955,-76.1766,32,31.7905902862549,0.55776347108101,3580
"05M19","VBY","1998-08-04",1998,37.8187,-76.164,23,26.0841445922852,0.644054579162805,3750
"05M21","VBY","1998-08-04",1998,37.8384,-76.2106,11,11.0168409347534,0.342253144891284,3830
"05M22","VBY","1998-08-05",1998,37.8546,-75.9065,3,6,0.9625883431559,3767
"05M23","VBY","1998-08-04",1998,37.8776,-76.0466,3,4.94526720046997,0.215104020360946,3929
"05M25","VBY","1998-08-05",1998,37.895,-75.8009,5,5.5,1.650757378121,3770
"05M27","VBY","1998-08-06",1998,36.9657,-76.2451,7,6.58438110351562,0.673578953709752,817
"05M29","VBY","1998-08-05",1998,37.6588,-76.2807,10,7.01569557189941,1.25380546463632,3065
"05M30","VBY","1998-08-05",1998,37.4594,-76.1361,11,11.4344339370728,1.21794065008891,2574
"05M32","VBY","1998-08-06",1998,37.1379,-76.1046,7,6.59469604492188,0.83868499826104,1827
"05M33","VBY","1998-08-05",1998,37.5807,-76.1376,12,12.734278678894,0.399047485753219,2825
"05R01","RAP","1998-09-03",1998,37.573,-76.3645,1,11,2.0048088693292,2807
"05R02","RAP","1998-09-03",1998,37.6177,-76.3977,17,10,0.314809156778883,2888
"05R03","RAP","1998-09-03",1998,37.6371,-76.4467,11,4.40000009536743,1.12959295787701,2968
"05R04","RAP","1998-09-03",1998,37.6396,-76.4496,8,4.40000009536743,0.782362155991831,2968
"05R05","RAP","1998-09-03",1998,37.6402,-76.5709,2,4,0.978891038745134,2960
"05R06","RAP","1998-09-03",1998,37.6917,-76.5783,5,3.5,0.563246175146179,3127
"05R07","RAP","1998-09-03",1998,37.6975,-76.563,7,7.5,0.842069176257083,3212
"05R09","RAP","1998-09-03",1998,37.7518,-76.6109,5,4,0.769466686409447,3461
"05R10","RAP","1998-09-03",1998,37.7674,-76.6381,7,4.85528564453125,0.413967828153237,3628
"05R11","RAP","1998-09-03",1998,37.7758,-76.6246,4,3.44538593292236,0.830701920970771,3629
"05R12","RAP","1998-09-03",1998,37.7954,-76.6755,7,5,0.412978538350586,3794
"05R13","RAP","1998-09-03",1998,37.7992,-76.6868,6,5.01927423477173,0.780809456387697,3877
"05R14","RAP","1998-09-03",1998,37.815,-76.7284,3,2.5,0.767849883100237,3959
"05R15","RAP","1998-09-03",1998,37.8228,-76.7252,4,2.57669687271118,0.880434400091046,4044
"05R16","RAP","1998-09-03",1998,37.8866,-76.7704,3,4,1.0508761197281,4461
"05R17","RAP","1998-09-03",1998,37.887,-76.7789,5,4,0.322399768366667,4461
"05R18","RAP","1998-09-03",1998,37.8998,-76.781,3,6,0.315191585638087,4545
"05R19","RAP","1998-09-03",1998,37.9117,-76.8105,5,4.29651069641113,0.405507647843755,4628
"05R20","RAP","1998-09-03",1998,37.9255,-76.8145,2,5.05468559265137,1.20855455867642,4711
"05R21","RAP","1998-09-09",1998,38.0373,-76.9158,3,2.5,9.94228763418413,4962
"05R26","RAP","1998-09-03",1998,37.92,-76.8354,1,5.05468559265137,0.735336921458579,4711
"05R27","RAP","1998-09-03",1998,37.6627,-76.5402,9,5,0.821218688515461,3046
"05Y01","YRK","1998-08-24",1998,37.2239,-76.4365,1,6,1.08083007442572,1716
"05Y02","YRK","1998-08-24",1998,37.2353,-76.4892,13,9,0.34233656357817,1713
"05Y03","YRK","1998-08-24",1998,37.2462,-76.4844,3,7,0.341687291180928,1797
"05Y05","YRK","1998-08-24",1998,37.2583,-76.4734,2,7,1.49900356586,1797
"05Y06","YRK","1998-08-24",1998,37.2815,-76.5248,1,4.5,1.36226702751232,1876
"05Y07","YRK","1998-08-24",1998,37.2929,-76.5973,1,4,0.431615559257316,1872
"05Y08","YRK","1998-08-24",1998,37.3113,-76.6251,1,4,1.43790631337865,1954
"05Y09","YRK","1998-08-24",1998,37.3128,-76.6187,2,4,1.09202704285346,1954
"05Y10","YRK","1998-08-24",1998,37.3213,-76.5865,1,3.5,0.708686104499132,1956
"05Y11","YRK","1998-08-24",1998,37.3512,-76.6528,1,4,0.602582258531422,2035
"05Y12","YRK","1998-08-24",1998,37.361,-76.62,1,3.58417081832886,1.53404343096956,2037
"05Y13","YRK","1998-08-24",1998,37.3703,-76.6492,4,5,0.921285614666737,2119
"05Y14","YRK","1998-08-24",1998,37.4153,-76.6883,8,3.79999995231628,0.58385897896655,2200
"05Y15","YRK","1998-08-24",1998,37.4386,-76.73,2,3,1.11414421403098,2282
"05Y16","YRK","1998-08-24",1998,37.447,-76.6896,0,3.5,1.51782541267706,2283
"05Y17","YRK","1998-08-24",1998,37.4513,-76.6989,3,3.5,0.991070545727145,2283
"05Y18","YRK","1998-08-24",1998,37.4676,-76.7312,2,3,2.13081553714264,2282
"05Y19","YRK","1998-08-24",1998,37.4712,-76.7332,1,3,2.55208121736443,2282
"05Y20","YRK","1998-08-24",1998,37.5045,-76.768,1,3,7.13570191943617,2282
"05Y21","YRK","1998-08-24",1998,37.5116,-76.7876,3,3,8.74726613166698,2282
"05Y28","YRK","1998-08-24",1998,37.4496,-76.7302,6,3,0.207045434495425,2282
"06J03","JAM","1999-08-09",1999,36.8515,-76.5299,1,3,7.20413693432843,388
"06J04","JAM","1999-08-09",1999,36.9208,-76.4745,2,4,1.98750285563496,470
"06J05","JAM","1999-08-09",1999,36.9372,-76.4659,3,4,0.383025399614052,470
"06J06","JAM","1999-08-09",1999,36.9592,-76.3751,11,8,0.90284868213515,642
"06J07","JAM","1999-08-09",1999,36.9624,-76.3983,4,4.30000019073486,1.54559468281894,640
"06J08","JAM","1999-08-09",1999,37.0002,-76.4722,9,2.5,1.43286828247163,633
"06J09","JAM","1999-08-09",1999,37.0333,-76.489,1,2.5,0.956096788091434,630
"06J10","JAM","1999-08-09",1999,37.0839,-76.6023,3,4.73531579971313,0.503615665615274,621
"06J11","JAM","1999-08-09",1999,37.0931,-76.6344,7,3.65170097351074,0.551723241424165,619
"06J12","JAM","1999-08-09",1999,37.1491,-76.6275,2,2.5,0.833076272099225,784
"06J13","JAM","1999-08-09",1999,37.1507,-76.6329,2,2.5,0.889386642915478,784
"06J14","JAM","1999-08-09",1999,37.162,-76.6196,1,3,0.430428202525411,868
"06J16","JAM","1999-08-09",1999,37.1875,-76.6203,1,3,1.18919612148098,951
"06J17","JAM","1999-08-03",1999,37.1912,-76.8007,1,4.42996692657471,1.97883371136335,773
"06J18","JAM","1999-08-03",1999,37.1993,-76.7932,2,4.42996692657471,0.861276566014097,773
