"CellID","SAMPLE_DATE","Year","Cell","Emb1","Emb2"
"x9546",1995-09-06,1995,2949,0.338759544704217,0.350374125697326
"x9549",1995-09-06,1995,2952,0.19095609583632,-0.228969603434108
"x9712",1995-09-06,1995,2971,0.719419997410375,0.0525081062709958
"x10047",1996-09-12,1996,3033,-0.167021069537655,-0.0573821403505822
"x10202",1996-09-11,1996,3056,-0.0294454289521513,0.0197658801880374
"x10206",1996-09-21,1996,3060,-0.0885231924197951,-0.218370433291503
"x10215",1996-09-12,1996,3064,-0.513915350926172,-0.187573730643346
"x1033",1996-08-06,1996,168,0.407661266818844,0.32918928918775
"x1712",1996-08-13,1996,337,0.54990211386388,0.253950557186776
"x1792",1996-08-13,1996,374,0.466458209204602,0.38882630860954
"x1793",1996-08-13,1996,375,0.431346717857003,0.397257547216617
"x1794",1996-08-13,1996,376,0.425383358762947,0.246489011128973
"x1797",1996-08-13,1996,379,0.575726051141203,0.298532303087781
"x1800",1996-08-13,1996,382,0.349217878061073,0.396075128576117
"x1872",1996-08-13,1996,416,0.460363894664205,0.37118632102171
"x1874",1996-08-13,1996,418,0.444668640304683,0.412833949435694
"x1885",1996-08-13,1996,422,-0.103747613576693,0.152086678563899
"x1903",1996-09-26,1996,440,0.16209504638551,-0.180074779234517
"x1956",1996-08-13,1996,457,0.225064260400146,0.291210513367818
"x1972",1996-08-13,1996,459,0.166510236705285,0.229391938689994
"x1995",1996-09-26,1996,482,0.0381013255333572,-0.199234433342461
"x2036",1996-08-13,1996,488,0,0
"x2076",1996-09-26,1996,511,-0.43599163213422,-0.336351426381928
"x2118",1996-08-13,1996,518,0.276298558817706,0.231153712186357
"x2199",1996-08-13,1996,550,0.263333153994621,0.203682142236555
"x2200",1996-08-13,1996,551,0.294867459445244,0.0897390317119268
"x2201",1996-08-13,1996,552,0.230497989796821,0.133639125987536
"x2282",1996-08-13,1996,582,0.338039328043439,0.184429833014084
"x2317",1996-09-23,1996,587,-0.714724347591674,-0.332144330629568
"x2410",1996-09-25,1996,614,-0.163399961569661,-0.234324470179215
"x2488",1996-09-23,1996,628,-0.818819427132665,-0.385981684379198
"x2490",1996-09-23,1996,630,-0.859425512678413,-0.33144043126196
"x2582",1996-09-25,1996,660,-0.512633496965993,-0.301182004218892
"x2658",1996-09-25,1996,682,-0.322340443575599,-0.234442714734624
"x2742",1996-09-25,1996,708,-0.619231213800124,-0.342268087938484
"x2747",1996-09-25,1996,713,-1.02340393388729,-0.627533148189189
"x2804",1996-08-12,1996,722,0.364731563144613,0.0663408718149571
"x2881",1996-08-12,1996,760,0.0782845707954592,0.0142218455063
"x2888",1996-08-12,1996,767,0.0609047021542386,0.280727067666923
"x2900",1996-09-24,1996,772,-0.692241554981135,-0.316504370667654
"x2961",1996-08-12,1996,797,0.119928061732275,0.0436906338414333
"x2962",1996-08-12,1996,798,0.0860213102607011,0.0849639390105216
"x2963",1996-08-12,1996,799,0.154492924085187,0.0797291513920793
"x2969",1996-08-12,1996,804,0.166084335923675,0.162935125803461
"x2989",1996-09-24,1996,816,-0.253802378165522,-0.234897989520775
"x2993",1996-09-25,1996,820,-0.0754940196978024,-0.212340432270742
"x3070",1996-09-24,1996,848,0.00809236427228165,-0.119378945245686
"x3082",1996-09-25,1996,860,-0.110871378029817,-0.188333637216262
"x3127",1996-08-12,1996,873,-0.0328048252841397,0.141105333372975
"x3164",1996-09-24,1996,893,-0.192696218662953,-0.21667399769342
"x3212",1996-08-12,1996,910,0.00363781105344941,0.209323817957403
"x3296",1996-08-12,1996,947,0.217082263259639,0.0473619456203246
"x3463",1996-08-12,1996,1020,0.249151462920976,0.147983221406426
"x3543",1996-08-12,1996,1058,1.18591221037816,0.272806978081586
"x3580",1996-09-24,1996,1072,-0.674791721169803,-0.330886190384132
"x3629",1996-08-12,1996,1099,-0.158060958643448,0.243679669990711
"x3712",1996-08-12,1996,1137,0.0292395979240557,0.182993278488708
"x3795",1996-08-12,1996,1175,0.0954583297566094,0.0295839330400091
"x3827",1996-09-24,1996,1179,0.00853537937968814,-0.14662195836846
"x3840",1996-09-25,1996,1192,-0.726979074956876,-0.320043510169206
"x3841",1996-09-25,1996,1193,-0.74101848367045,-0.326520176401683
"x3920",1996-09-25,1996,1220,-0.786851186810266,-0.376002043212148
"x3960",1996-08-12,1996,1244,0.00263510875044729,0.110465663490944
"x3961",1996-08-12,1996,1245,0.0214763727120582,0.0914050887340078
"x4044",1996-08-12,1996,1274,0.0599942375134239,0.12148204570964
"x4262",1996-09-04,1996,1340,-0.346556011433627,-0.0326955622743424
"x4431",1996-09-04,1996,1402,0.0613365941953185,-0.00974358249428892
"x4434",1996-09-04,1996,1405,0.00682564964241978,0.0190154141264673
"x4444",1996-09-04,1996,1412,-0.368929865591218,-0.0374019154814471
"x4499",1996-09-03,1996,1423,0.170703719528122,0.296227403830578
"x4524",1996-09-04,1996,1445,0.723234053042837,0.157618179270429
"x4581",1996-09-03,1996,1461,-0.164499388338542,-0.0367061917372251
"x4606",1996-09-04,1996,1486,-0.362836621795836,-0.100186526611315
"x4607",1996-09-04,1996,1487,-0.324514775072603,-0.0819419719740399
"x4608",1996-09-04,1996,1488,-0.375661714652883,-0.10259403989965
"x4628",1996-08-29,1996,1493,-0.47470310152738,-0.0104915832237665
"x469",1996-08-14,1996,4,-0.0565179344086172,0.0045511543841159
"x4695",1996-09-04,1996,1535,-0.681345024664107,-0.0774571853228016
"x4697",1996-09-04,1996,1537,-0.523124084254416,-0.0480088939254109
"x4738",1996-09-03,1996,1542,0.0387771943309405,0.0527174858009674
"x4824",1996-09-03,1996,1588,-0.381896158066226,0.0073023876490464
"x4923",1996-09-03,1996,1642,-0.157425714529523,-0.0807270056839275
"x4962",1996-08-29,1996,1666,-0.408903037336096,0.0250789666223572
"x4997",1996-09-04,1996,1679,-0.504719926300546,-0.0445391674292432
"x5033",1996-09-26,1996,1705,-0.189307742632302,-0.246766595431492
"x5080",1996-09-04,1996,1718,-0.466725817679935,-0.0425551947359705
"x5117",1996-09-26,1996,1745,-0.469632620941431,-0.516592449898992
"x5188",1996-09-04,1996,1772,-0.400189503107122,-0.0538051248405597
"x5199",1996-09-04,1996,1783,-0.949931146767018,0.0324977628365508
"x5201",1996-09-17,1996,1784,-0.111482902009445,-0.145686449441578
"x5240",1996-09-03,1996,1792,-0.488725130742929,-0.0467742522006989
"x5243",1996-09-03,1996,1795,-0.41408200410673,-0.0415857876177345
"x5283",1996-09-26,1996,1822,-0.134349891638213,-0.229004128718933
"x5321",1996-09-03,1996,1829,0.0995220718367316,0.281119037719556
"x536",1996-08-14,1996,14,0.089466683913201,0.0711030456578172
"x5446",1996-09-04,1996,1881,-0.384514952115233,-0.0575057198718984
"x5447",1996-09-04,1996,1882,-0.468563912421192,-0.0548731827527521
"x547",1996-08-14,1996,25,0.0297961607610293,0.0718863315738371
"x5484",1996-09-03,1996,1887,-0.372427429815744,-0.000874282562129953
"x552",1996-08-14,1996,30,-0.0120540330272878,0.0986882735175122
"x554",1996-08-14,1996,32,0.00712940269958765,-0.00448199733376089
"x555",1996-08-14,1996,33,0.0412927413055119,0.132663611748285
"x556",1996-08-14,1996,34,0.126624910922359,0.0338542025394164
"x5621",1996-09-26,1996,1950,-0.50236710594844,-0.419994934450352
"x5735",1996-09-03,1996,1990,-0.497212452234534,-0.222658658412452
"x5766",1996-09-09,1996,1994,-0.295845750856895,-0.00707087020506483
"x5816",1996-09-03,1996,2014,-0.216476361443981,-0.00248381058960447
"x5839",1996-09-05,1996,2015,-0.0668858806988199,-0.0543348631444933
"x5840",1996-09-05,1996,2016,0.0433777940273878,-0.00225616458323302
"x5841",1996-09-05,1996,2017,0.0366182538198138,-0.0342507233408379
"x5891",1996-09-03,1996,2039,0.0948157518417412,0.0729740357324667
"x5894",1996-09-03,1996,2042,-0.00593253178123048,-0.0463349191874486
"x5923",1996-09-05,1996,2045,-0.133345442012748,0.0259836059917867
"x597",1996-08-08,1996,39,-0.142429892394362,0.218198686031662
"x5979",1996-09-03,1996,2064,1.18211884248958,0.416569408850547
"x6006",1996-09-05,1996,2066,-0.181354642162193,-0.00772974413489517
"x6007",1996-09-05,1996,2067,-0.117879580875792,-0.0536216686507247
"x6088",1996-09-05,1996,2084,0.28555950979027,0.228672815968299
"x6089",1996-09-05,1996,2085,-0.419502840814033,-0.0458837176622551
"x6090",1996-09-05,1996,2086,-0.113679350214194,-0.0383483234904031
"x6170",1996-09-05,1996,2102,0.270410307534123,0.182625715470145
"x6171",1996-09-05,1996,2103,-0.326852325439661,-0.191628337103967
"x6172",1996-09-05,1996,2104,-0.268977990058994,-0.155347411768288
"x626",1996-08-14,1996,53,0.47466701497003,0.330739689991094
"x6334",1996-09-05,1996,2143,-0.011378305554482,-0.0211211164795606
"x6335",1996-09-05,1996,2144,-0.00758359214291425,0.00102743673765162
"x6336",1996-09-05,1996,2145,-0.551005250253245,0.0153775252671032
"x6417",1996-09-05,1996,2163,-0.208784015487815,-0.0224914468338539
"x6418",1996-09-05,1996,2164,-0.0293162913364029,-0.00444290822576034
"x6501",1996-09-05,1996,2183,-0.222565809487465,0.184452805763819
"x6536",1996-09-26,1996,2206,-0.506418235642114,-0.21396764411206
"x6631",1996-09-17,1996,2233,-0.409429228650442,-0.162185632496598
"x6632",1996-09-17,1996,2234,-0.500116453889325,-0.169404935504681
"x6640",1996-09-25,1996,2235,-0.29891859205379,-0.227811932338197
"x6642",1996-09-25,1996,2237,-0.327040698215652,-0.23855632569013
"x6643",1996-09-25,1996,2238,-0.193358310974468,-0.247164047460931
"x6646",1996-09-25,1996,2241,0.803853632326648,-0.237113341344758
"x6647",1996-09-25,1996,2242,0.478169577302139,-0.0697945848163863
"x6724",1996-09-25,1996,2267,-0.233362571106514,-0.223337301163767
"x6796",1996-09-26,1996,2290,-0.257368291658002,-0.222938771650524
"x685",1996-08-08,1996,68,0.0934090450269607,0.123442521928786
"x6869",1996-09-10,1996,2313,0.198375168751381,0.0474327266775693
"x6892",1996-09-25,1996,2320,-0.23138667358734,-0.226775240819378
"x694",1996-08-08,1996,72,0.497045645751248,0.393751933531363
"x6964",1996-09-26,1996,2347,-0.561666234371663,-0.3872824600079
"x701",1996-08-06,1996,75,0.528423697940021,0.416568089498657
"x7190",1996-09-09,1996,2409,0.137516280132282,0.0349138270408834
"x7204",1996-09-10,1996,2423,-0.16399134348562,-0.0165178161842407
"x724",1996-08-14,1996,81,0.0726637221751212,0.0386907516663172
"x727",1996-08-14,1996,84,0.277226791248495,0.237338962572374
"x7292",1996-09-26,1996,2456,-0.19607415184534,-0.221519135271759
"x7368",1996-09-10,1996,2476,0.0119891454854186,0.127204607145074
"x771",1996-08-08,1996,91,0.566543690035619,0.448212444596197
"x776",1996-08-06,1996,96,0.437305318606144,0.48197901363671
"x777",1996-08-08,1996,97,0.153354148503521,0.397242570347511
"x7943",1996-09-18,1996,2619,-0.365733998860567,-0.180833100045827
"x8026",1996-09-18,1996,2640,-0.316723053006458,-0.206829035554624
"x8033",1996-09-09,1996,2647,-0.370870909538432,-0.0230661654286253
"x8110",1996-09-09,1996,2662,-0.77684991265587,-0.0689125028869161
"x8110",1996-09-18,1996,2662,-0.408987036155217,-0.245252388661209
"x823",1996-09-26,1996,115,-0.0629428314518256,-0.304597011625677
"x8534",1996-09-09,1996,2747,0.432071910897204,0.0630849732737477
"x8541",1996-09-09,1996,2754,-0.514305905175223,-0.0342955405638687
"x8550",1996-09-10,1996,2759,-0.189730335300016,-0.0858955282571564
"x860",1996-08-06,1996,119,0.308797194997736,0.294756354353195
"x8613",1996-09-13,1996,2763,-0.413888177122866,-0.183730941845422
"x8628",1996-09-10,1996,2777,-0.076689799009346,-0.0382937345913394
"x8630",1996-09-10,1996,2779,-0.239457757144456,-0.0238647395790996
"x8636",1996-09-16,1996,2785,-0.37906343462856,-0.147368764019652
"x8695",1996-09-09,1996,2789,0.298922987488301,0.0647597616267901
"x8699",1996-09-09,1996,2793,0.216482870921229,0.231166715786479
"x8719",1996-09-16,1996,2811,-0.277352157926586,-0.123622288307231
"x8766",1996-09-09,1996,2813,-0.303655920204872,0.00449661852523077
"x8766",1996-09-10,1996,2813,-0.25735919302814,-0.00141011067842259
"x8766",1996-09-13,1996,2813,-0.267446918427606,-0.0570925716362177
"x8768",1996-09-10,1996,2815,-0.188145559322518,-0.0118452887390888
"x8768",1996-09-13,1996,2815,-0.190551696817165,-0.0656012339527706
"x8769",1996-09-10,1996,2816,-0.386047389908224,-0.0366637260670816
"x8770",1996-09-13,1996,2817,-0.212705359876279,-0.0597789198523879
"x8773",1996-09-09,1996,2820,0,0
"x8780",1996-09-09,1996,2827,0.0746930568622999,-0.00330506816259664
"x8781",1996-09-09,1996,2828,-0.099810136821738,-0.0407202491047144
"x8788",1996-09-10,1996,2835,-0.31542459742515,-0.020949445971479
"x8791",1996-09-10,1996,2838,-0.115264927934179,-0.0138476807832913
"x8794",1996-09-10,1996,2841,0.0408252245111718,0.00878666754767283
"x8804",1996-09-16,1996,2847,-0.141854741491183,-0.111465600610464
"x8858",1996-09-09,1996,2848,0.0644323430472309,0.0511223207699001
"x8860",1996-09-10,1996,2850,0.151618162874606,0.0708417728064257
"x8941",1996-09-14,1996,2864,-0.315408991168276,-0.13451514215954
"x8951",1996-09-10,1996,2874,0.0185405914528091,-0.0615450432147743
"x9024",1996-09-14,1996,2880,-0.0912007388835697,-0.107083698982306
"x903",1996-09-26,1996,133,-0.0536346791160355,-0.251772380319631
"x9031",1996-09-15,1996,2887,-0.504242407283672,-0.196751364541116
"x9033",1996-09-15,1996,2889,-0.186753965553701,-0.0929496472442062
"x905",1996-09-26,1996,135,-0.0456876429727479,-0.26527947299226
"x9203",1996-09-21,1996,2913,-0.132606263469357,-0.197317285547927
"x9367",1996-09-21,1996,2923,-0.316197166541241,-0.254171584002377
"x9460",1996-09-12,1996,2938,-0.510567811495622,-0.0765867721380796
"x9539",1996-09-12,1996,2942,-0.380734202867338,-0.14089522259268
"x9549",1996-09-12,1996,2952,-0.201726703329021,-0.155577534489497
"x9550",1996-09-12,1996,2953,-1.108962243456,-0.0673691682745384
"x9623",1996-09-12,1996,2955,-0.791610596608658,-0.0242718022609834
"x9700",1996-09-11,1996,2963,-0.413483028983876,0.0370116532388226
"x9795",1996-09-12,1996,2987,-0.477707825869462,-0.247953878281568
"x9962",1996-09-12,1996,3018,-0.603682397444546,-0.138014881766962
"x10118",1997-08-26,1997,3044,0.258768375883423,-0.0334199240426719
"x10203",1997-08-26,1997,3057,-0.0611153553015359,-0.0869374486119706
"x10204",1997-08-26,1997,3058,-0.0875368609083423,-0.0201417488615254
"x10215",1997-08-26,1997,3064,0.508834133440781,0.208584263261179
"x1715",1997-08-26,1997,340,0.18472076495829,-0.126885409816657
"x1736",1997-08-04,1997,358,0.361700576477507,0.00146924910362861
"x1793",1997-08-26,1997,375,0.304875674720455,-0.0177621216200096
"x1794",1997-08-26,1997,376,0.190058163789315,-0.16078014010441
"x1795",1997-08-26,1997,377,-0.281998646608843,-0.226621468496871
"x1796",1997-08-26,1997,378,0.539381758560415,-0.245554922327675
"x1799",1997-08-26,1997,381,0.416024808123577,-0.283841932612926
"x1807",1997-08-04,1997,389,0.326779996929797,-0.0680153930331152
"x1820",1997-08-04,1997,402,0.618060803358739,0.250670864017633
"x1873",1997-08-26,1997,417,-0.185551491842521,-0.167118222322049
"x1876",1997-08-26,1997,420,0.488955834937142,-0.237032315015284
"x1914",1997-08-11,1997,451,-0.0911530633037644,-0.117125116424129
"x1954",1997-08-26,1997,455,0.391548864755222,0.224394009701621
"x1956",1997-08-26,1997,457,0.356430436774507,-0.0461758868105297
"x2038",1997-08-26,1997,490,0.69065301374353,0.21004641701557
"x2058",1997-08-04,1997,493,0.368255772320112,0.368796498286248
"x2075",1997-08-11,1997,510,0.245531893581177,-0.0374074616584928
"x2117",1997-08-26,1997,517,0.305234855623239,0.0576828668566586
"x2119",1997-08-26,1997,519,0.476599020988138,-0.00948061232720102
"x2143",1997-08-04,1997,528,0.160447260919093,0.0321551959158309
"x2201",1997-08-26,1997,552,-0.304216289803628,-0.249252835837103
"x2245",1997-08-04,1997,579,0.0202703107940292,-0.0158487757221233
"x2282",1997-08-26,1997,582,-0.110676727154974,-0.222295621556369
"x2282",1997-09-16,1997,582,-0.105299835033362,-0.0608378591754965
"x2314",1997-08-04,1997,584,0.196070297335243,0.0793807215067793
"x2317",1997-08-04,1997,587,0.328829019163246,-0.0420668412325718
"x2400",1997-08-04,1997,604,0.405790973551936,0.0108504229785046
"x2414",1997-08-11,1997,618,-0.571991627107412,-0.181193423692328
"x2493",1997-08-11,1997,633,-0.507376941183826,-0.295906613231207
"x2498",1997-08-11,1997,638,-0.140362699469039,-0.103691254266111
"x2646",1997-08-11,1997,670,-0.350303735271371,-0.281479386157274
"x2653",1997-08-11,1997,677,-0.331401968669117,-0.0549934577546598
"x2655",1997-08-11,1997,679,-0.0880184135436464,-0.19581686148868
"x2806",1997-08-28,1997,724,-0.34663145860141,-0.30139208964887
"x2832",1997-08-11,1997,750,0.0649479977912155,-0.165117181133316
"x2879",1997-08-28,1997,758,-0.0639490149296372,-0.248809192667413
"x2883",1997-08-28,1997,762,-0.376912205816736,-0.319597984448313
"x2887",1997-08-28,1997,766,-0.39244497881748,-0.222140292550559
"x2966",1997-08-28,1997,801,-0.221118894297053,-0.148924470170439
"x2968",1997-08-28,1997,803,-0.46815301622734,-0.264017906327667
"x2969",1997-08-28,1997,804,-0.373601688004263,-0.278785689193828
"x3001",1997-08-11,1997,828,0.211918659645882,-0.115514759757959
"x3081",1997-08-12,1997,859,-0.346512487654578,-0.25559670197589
"x3092",1997-08-11,1997,870,-0.41955824343663,-0.147149228722332
"x3128",1997-08-28,1997,874,-0.318167174110753,-0.0607473819969892
"x3211",1997-08-28,1997,909,-0.221280083714311,-0.251612316824538
"x3296",1997-08-28,1997,947,-0.214498784892442,-0.234668219589268
"x3378",1997-08-28,1997,982,-0.121450877047556,-0.252519463343284
"x3546",1997-08-28,1997,1061,-0.272757509669533,-0.177464161793603
"x3580",1997-08-12,1997,1072,-0.263783543719119,-0.170469843760787
"x3627",1997-08-28,1997,1097,-0.315626362521222,-0.251965543443273
"x3712",1997-08-28,1997,1137,-0.592968170931401,-0.351662572089747
"x3846",1997-08-12,1997,1198,-0.410633673293131,-0.180953442437223
"x3877",1997-09-18,1997,1209,0.284957184729196,-0.0613380724981
"x388",1997-08-25,1997,1,-0.0734588281736022,-0.30679542575442
"x389",1997-08-25,1997,2,0.10056291351931,-0.323127993831896
"x3960",1997-09-18,1997,1244,-0.22677791192612,-0.145854137608277
"x4000",1997-08-12,1997,1251,-0.109201100663148,-0.134075669502816
"x4043",1997-09-18,1997,1273,-0.283825490652554,-0.224246918684336
"x4127",1997-09-18,1997,1299,0.265236289743234,-0.0403178575246778
"x4174",1997-08-12,1997,1310,-0.231506289803461,-0.120080165094384
"x4270",1997-09-17,1997,1345,-0.202186844178818,-0.18915707271776
"x4294",1997-09-17,1997,1349,-0.314578697546073,-0.216153982270102
"x4414",1997-09-15,1997,1385,0.260409735686078,-0.0512783632384122
"x4444",1997-09-17,1997,1412,0.374357447902667,-0.0234622757335523
"x4515",1997-09-17,1997,1439,0.15323087079556,-0.124333227444916
"x4526",1997-09-17,1997,1447,0.174008150923453,-0.102341745727533
"x4573",1997-09-15,1997,1453,-0.468426212254124,-0.245566364886866
"x4584",1997-09-15,1997,1464,0.435403596315184,-0.0769995362350694
"x4595",1997-09-17,1997,1475,-0.493576668714746,0.146009809724621
"x4697",1997-09-17,1997,1537,-0.489372246814618,-0.183284412941937
"x4710",1997-09-17,1997,1538,-0.502842488422363,-0.235120659051883
"x473",1997-08-25,1997,8,-0.338310143369005,-0.375799493324642
"x474",1997-08-25,1997,9,-0.355743727317551,-0.359588638866774
"x4765",1997-09-17,1997,1569,0.108293535697026,-0.116461130914282
"x4772",1997-09-17,1997,1576,0.0618467988723645,-0.170595370507908
"x4822",1997-09-15,1997,1586,-0.407310509417076,-0.232174965270351
"x4878",1997-09-17,1997,1622,-0.137471257160763,-0.195270030432408
"x4906",1997-09-15,1997,1629,0.0568224257482532,-0.158414556899077
"x4962",1997-09-17,1997,1666,-0.227570154352449,-0.184454175496365
"x4987",1997-09-15,1997,1669,0.337612557633,-0.152827489235049
"x4988",1997-09-15,1997,1670,0.37353213271212,-0.114536645785308
"x5024",1997-09-17,1997,1700,-0.26784453736063,-0.132999311729976
"x5029",1997-09-17,1997,1701,-0.344883029506808,-0.229780362461645
"x5113",1997-09-17,1997,1741,0.117016932926178,-0.103469666274711
"x5117",1997-09-17,1997,1745,-0.0955996787936577,-0.163685343383382
"x5234",1997-09-15,1997,1786,0.146161804318737,0.091456272497984
"x5286",1997-09-08,1997,1824,0.23563802569582,0.0464733461093934
"x5286",1997-09-17,1997,1824,0.155513153493113,0.028937053662761
"x546",1997-08-25,1997,24,-0.140756591671778,-0.294082132982412
"x549",1997-08-25,1997,27,-0.175601478176301,-0.382265411349026
"x5490",1997-09-16,1997,1893,-0.105624446879783,-0.152812878276039
"x551",1997-08-25,1997,29,-0.284344201016596,-0.371507015729851
"x5511",1997-09-16,1997,1897,0.358117053383072,-0.0256209982905422
"x5535",1997-09-08,1997,1914,-0.147239580287563,-0.199780888534927
